lat,lon,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
-5.5,1.5,6.1558,6.2071,6.1963,5.8253,5.5169,4.9798,4.644,4.5614,4.8048,4.999,5.2834,5.7206
-4.5,1.5,5.9604,5.9726,6.061,5.771,5.5493,5.1826,4.8818,4.8151,4.951,5.2526,5.6383,5.663
-3.5,1.5,5.6774,5.6647,5.8334,5.6227,5.5327,5.2776,5.0191,5.0494,5.2174,5.574,5.6866,5.483
-2.5,1.5,5.4727,5.5111,5.6962,5.5478,5.4487,5.2889,5.0957,5.1283,5.3592,5.7478,5.6196,5.3486
-1.5,1.5,5.2534,5.3105,5.5015,5.527,5.3446,5.2646,5.1526,5.2529,5.5339,5.779,5.4734,5.1156
-0.5,1.5,5.1355,5.2764,5.4401,5.4617,5.2099,5.1701,5.0928,5.1701,5.4382,5.61,5.3398,4.979
0.5,1.5,4.9529,5.179,5.357,5.3316,5.0052,4.9277,4.963,5.1653,5.4151,5.3822,5.1365,4.8139
1.5,1.5,4.8612,5.2361,5.377,5.2464,4.7297,4.6397,4.7676,5.0702,5.2718,5.1298,5.0986,4.7798
2.5,1.5,4.8082,5.1581,5.3688,5.2198,4.5175,4.3834,4.6584,5.0774,5.1014,5.0952,5.1802,4.7837
3.5,1.5,4.9385,5.1329,5.4252,5.2322,4.4275,4.0363,4.4652,5.0381,4.9862,5.1451,5.3222,4.9702
4.5,1.5,4.8449,4.9702,5.2786,5.1706,4.5792,3.8417,4.4873,5.0765,5.095,5.2219,5.3268,4.974
5.5,1.5,4.8701,5.0014,5.2961,5.2879,4.8238,4.0512,4.6006,5.0208,5.1341,5.3201,5.3366,5.0191
6.5,1.5,4.932,4.9159,5.1924,5.2622,4.975,4.4054,4.3286,4.3176,4.5816,5.0842,5.2325,5.0203
7.5,1.5,4.9682,5.0561,5.375,5.4758,5.2826,4.8485,4.3632,4.169,4.488,5.1821,5.3239,5.0086
8.5,1.5,5.2147,5.346,5.6374,5.6628,5.4876,4.9488,4.3937,4.1933,4.5516,5.2534,5.5039,5.2524
9.5,1.5,5.2231,5.4266,5.754,5.7658,5.6208,5.1343,4.542,4.2847,4.7563,5.4173,5.6095,5.2874
10.5,1.5,5.4446,5.6518,5.8642,5.921,5.7823,5.4156,4.9049,4.6363,5.0374,5.5817,5.6926,5.4701
11.5,1.5,5.5822,5.875,6.0211,6.1205,5.9858,5.6822,5.269,5.0057,5.3969,5.8099,5.7386,5.5759
12.5,1.5,5.5258,5.8795,6.1517,6.3014,6.1997,5.886,5.5874,5.2862,5.7432,5.9304,5.7686,5.5058
13.5,1.5,5.651,6.1582,6.4567,6.5126,6.3902,6.0542,5.8164,5.6374,6.0348,6.0386,5.8522,5.5565
14.5,1.5,5.5745,6.1349,6.5693,6.7368,6.69,6.27,6.1548,5.9765,6.2818,6.1178,5.8138,5.471
15.5,1.5,5.5829,6.2266,6.8131,6.9653,6.8638,6.4656,6.384,6.2146,6.4032,6.1699,5.7948,5.4557
16.5,1.5,5.4185,6.0898,6.762,7.0226,6.9494,6.6149,6.595,6.4008,6.4562,6.156,5.6746,5.3078
17.5,1.5,5.3527,6.085,6.875,7.2382,7.189,6.859,6.8328,6.5911,6.5222,6.2362,5.6491,5.2018
18.5,1.5,5.2126,5.9602,6.8002,7.2401,7.2086,6.9384,6.9454,6.6866,6.5287,6.157,5.5181,5.0455
19.5,1.5,5.2061,5.9597,6.8208,7.3236,7.2722,7.0603,7.015,6.6835,6.5335,6.1241,5.4492,4.9786
20.5,1.5,5.0981,5.8742,6.7558,7.3596,7.3843,7.2314,7.1719,6.8155,6.5904,6.025,5.3105,4.8468
21.5,1.5,5.0594,5.7991,6.7373,7.4189,7.5,7.4155,7.3301,6.8998,6.6017,5.969,5.1986,4.7287
22.5,1.5,4.9884,5.7302,6.7049,7.3985,7.5874,7.5614,7.4573,6.9775,6.6288,5.899,5.0834,4.6346
23.5,1.5,4.8931,5.6086,6.5978,7.2938,7.5602,7.6121,7.5228,7.0186,6.5582,5.7984,4.9555,4.5223
24.5,1.5,4.7743,5.4821,6.4954,7.1705,7.4244,7.5002,7.3769,6.8844,6.3703,5.6213,4.8218,4.3994
25.5,1.5,4.6102,5.3016,6.3451,7.032,7.3229,7.5674,7.5262,7.0409,6.3216,5.5056,4.7126,4.2338
26.5,1.5,4.4906,5.2212,6.2969,7.0438,7.391,7.6877,7.7177,7.1635,6.3175,5.4298,4.5938,4.1045
27.5,1.5,4.367,5.1634,6.2102,6.9425,7.3231,7.669,7.7059,7.1856,6.2172,5.3078,4.4928,3.9718
28.5,1.5,4.3241,5.1643,6.2191,6.9406,7.296,7.7028,7.6258,7.1455,6.1414,5.2985,4.4765,3.9163
29.5,1.5,4.1278,5.0215,6.1303,6.9727,7.4971,7.9109,7.8295,7.2907,6.1361,5.1684,4.255,3.7378
30.5,1.5,4.0898,5.0808,6.222,7.1964,7.7743,8.1605,8.0522,7.4105,6.209,5.1816,4.1981,3.7162
31.5,1.5,3.8878,4.8696,6.0454,7.038,7.6896,8.0498,7.9603,7.2602,6.0576,5.0083,3.9931,3.522
32.5,1.5,3.7342,4.7302,5.951,6.9535,7.6572,8.1038,7.8979,7.187,5.9318,4.89,3.8549,3.3566
33.5,1.5,3.4243,4.3987,5.6028,6.6653,7.4165,7.9382,7.6968,6.9518,5.7269,4.7266,3.5902,3.0725
34.5,1.5,3.0473,3.9478,5.2214,6.2892,7.1198,7.8686,7.6411,6.9173,5.5954,4.542,3.2294,2.6993
35.5,1.5,2.718,3.5258,4.7323,5.7754,6.7274,7.6622,7.4954,6.7373,5.3436,4.199,2.8949,2.4017
36.5,1.5,2.5272,3.4022,4.6106,5.6592,6.5887,7.4088,7.2485,6.4841,5.1384,3.9118,2.6429,2.2366
37.5,1.5,2.5354,3.4416,4.7002,5.8246,6.761,7.5029,7.3229,6.545,5.1972,3.864,2.6057,2.2114
38.5,1.5,2.4151,3.2743,4.5754,5.7206,6.739,7.5362,7.3483,6.4457,4.9951,3.6386,2.4715,2.0832
39.5,1.5,2.2776,3.1517,4.4851,5.7144,6.715,7.5228,7.2742,6.3276,4.8295,3.5414,2.3846,1.9651
40.5,1.5,2.2145,3.0946,4.381,5.598,6.6029,7.3286,7.1405,6.1774,4.7455,3.4502,2.3702,1.9046
41.5,1.5,2.0441,2.9928,4.3066,5.3323,6.4157,7.2166,7.2034,6.2004,4.7448,3.3394,2.2423,1.7902
42.5,1.5,1.9171,2.7588,3.8182,4.6882,5.5562,6.397,6.5527,5.7917,4.5778,3.2162,2.1242,1.7131
43.5,1.5,1.4849,2.4542,3.6967,4.7837,5.4881,6.2287,6.1846,5.514,4.3874,2.9114,1.7568,1.355
44.5,1.5,1.3915,2.3496,3.4985,4.6394,5.4845,6.3154,6.263,5.478,4.3558,2.8061,1.6464,1.2509
45.5,1.5,1.296,2.2044,3.3566,4.537,5.3268,6.1548,6.0732,5.2956,4.2067,2.6426,1.5432,1.1551
46.5,1.5,1.177,2.059,3.2633,4.5593,5.322,6.0262,6.0,5.1758,4.097,2.4646,1.4225,1.0106
47.5,1.5,1.074,1.909,3.138,4.5662,5.341,5.9023,5.8387,5.0275,3.9439,2.3244,1.2986,0.9079
48.5,1.5,0.9823,1.7815,2.969,4.4894,5.2375,5.7658,5.6035,4.787,3.7824,2.2034,1.2029,0.8359
49.5,1.5,0.9118,1.6589,2.8714,4.4321,5.1401,5.6566,5.4907,4.6241,3.5796,2.0914,1.1023,0.7637
50.5,1.5,0.8594,1.5785,2.8682,4.5929,5.4598,5.9935,5.7902,4.776,3.5467,1.9963,0.9926,0.6689
51.5,1.5,0.8009,1.4772,2.6222,4.1772,4.9075,5.3746,5.1624,4.2996,3.2724,1.8518,0.9689,0.6262
52.5,1.5,0.75,1.446,2.6165,4.098,4.9339,5.1641,4.9894,4.1926,3.1778,1.8122,0.9235,0.5964
53.5,1.5,0.6504,1.3387,2.6131,4.1328,5.2464,5.383,5.2306,4.3625,3.1675,1.7134,0.7992,0.5009
54.5,1.5,0.5822,1.2732,2.5771,4.207,5.4149,5.4814,5.3395,4.385,3.1368,1.6471,0.7361,0.437
55.5,1.5,0.5076,1.1693,2.4828,4.2017,5.5063,5.4686,5.3009,4.3224,3.0247,1.5696,0.677,0.3698
56.5,1.5,0.4402,1.0766,2.3342,4.0891,5.4792,5.4122,5.1756,4.206,2.9177,1.4748,0.5916,0.3046
57.5,1.5,0.3833,0.9907,2.2339,3.9288,5.3808,5.3479,5.0474,4.0958,2.7727,1.3757,0.521,0.2525
58.5,1.5,0.3283,0.9125,2.1293,3.8328,5.2594,5.1982,4.8775,3.918,2.555,1.2682,0.4654,0.2059
59.5,1.5,0.275,0.8314,2.0419,3.7464,5.0976,5.0458,4.7035,3.7661,2.4091,1.1693,0.4114,0.1644
-39.5,2.5,6.1147,5.2378,4.0476,2.7914,1.8456,1.458,1.6474,2.4086,3.4356,4.7273,5.7845,6.2698
-38.5,2.5,6.271,5.3705,4.1026,2.8714,1.9327,1.5355,1.7486,2.5318,3.5328,4.7866,5.8886,6.2762
-37.5,2.5,6.4394,5.5546,4.3253,3.0043,2.0201,1.6368,1.8624,2.6484,3.7121,4.891,6.0108,6.401
-36.5,2.5,6.641,5.826,4.5727,3.1541,2.1506,1.7856,1.9999,2.8058,3.9053,5.045,6.1356,6.6353
-35.5,2.5,6.9113,6.1423,4.7436,3.3341,2.3052,1.9546,2.1552,2.9436,4.0584,5.1581,6.3108,6.8978
-34.5,2.5,7.0836,6.2786,4.9178,3.5014,2.4475,2.083,2.2627,3.0545,4.116,5.2154,6.4063,7.0846
-33.5,2.5,7.1815,6.4198,5.0842,3.665,2.6184,2.2039,2.4005,3.1951,4.2192,5.3306,6.5309,7.2535
-32.5,2.5,7.3082,6.5681,5.2241,3.8112,2.7655,2.3446,2.5277,3.3216,4.368,5.4802,6.6329,7.3649
-31.5,2.5,7.41,6.7001,5.3818,3.9408,2.905,2.5032,2.6683,3.4474,4.5089,5.5812,6.6554,7.4338
-30.5,2.5,7.4736,6.7555,5.4958,4.0723,3.0418,2.6215,2.7713,3.6,4.6517,5.6664,6.7061,7.5173
-29.5,2.5,7.4839,6.7829,5.5958,4.2127,3.1694,2.7468,2.8817,3.7289,4.7544,5.6938,6.7915,7.5094
-28.5,2.5,7.4563,6.7738,5.7062,4.2974,3.2909,2.8541,3.0041,3.8083,4.7825,5.6962,6.7826,7.4237
-27.5,2.5,7.4311,6.8182,5.7334,4.3805,3.3742,2.9657,3.0998,3.8791,4.8041,5.741,6.6924,7.3543
-26.5,2.5,7.3858,6.8146,5.7168,4.4628,3.4807,3.047,3.1896,3.9562,4.823,5.7161,6.6394,7.3097
-25.5,2.5,7.242,6.768,5.7355,4.5554,3.5806,3.1181,3.2698,3.9898,4.8266,5.6993,6.6005,7.225
-24.5,2.5,7.1393,6.7421,5.7334,4.6298,3.6689,3.1946,3.3634,3.985,4.7844,5.6467,6.5268,7.1688
-23.5,2.5,7.0589,6.7404,5.754,4.6817,3.7613,3.2842,3.4505,4.0051,4.7558,5.5922,6.4085,7.0841
-22.5,2.5,6.9398,6.6718,5.7679,4.7254,3.8376,3.3437,3.5071,4.0164,4.6553,5.4874,6.2815,6.9466
-21.5,2.5,6.8354,6.5988,5.7216,4.7904,3.9367,3.4056,3.5515,4.0128,4.5869,5.4281,6.1466,6.7759
-20.5,2.5,6.7253,6.5311,5.7103,4.8564,4.0169,3.4656,3.5647,3.9816,4.4539,5.2596,6.0794,6.649
-19.5,2.5,6.6192,6.4404,5.7182,4.901,4.1102,3.5354,3.5839,4.0046,4.4057,5.1655,6.0502,6.4963
-18.5,2.5,6.4891,6.3547,5.6774,4.9399,4.1959,3.5731,3.5614,3.8786,4.2338,4.9615,5.8872,6.3442
-17.5,2.5,6.4248,6.3192,5.7401,5.016,4.2972,3.6487,3.5774,3.8045,4.1194,4.8314,5.742,6.2614
-16.5,2.5,6.3598,6.2916,5.7929,5.0664,4.403,3.7613,3.5474,3.6005,3.8695,4.6385,5.5358,6.1246
-15.5,2.5,6.2806,6.3106,5.832,5.1055,4.5043,3.8599,3.5748,3.5234,3.7812,4.513,5.3261,5.9402
-14.5,2.5,6.204,6.3242,5.7979,5.1562,4.5936,3.8974,3.509,3.2513,3.5138,4.2977,5.0722,5.7401
-13.5,2.5,6.2194,6.385,5.8202,5.225,4.6625,3.989,3.4834,3.1891,3.4771,4.1842,4.9217,5.6297
-12.5,2.5,6.2537,6.3679,5.8764,5.2687,4.7069,4.0234,3.403,3.0089,3.4001,4.0682,4.8317,5.6441
-11.5,2.5,6.2981,6.4752,5.9878,5.3352,4.8134,4.0944,3.4481,3.1097,3.5551,4.1023,4.8487,5.7737
-10.5,2.5,6.4594,6.5662,6.1541,5.3818,4.8886,4.1374,3.4865,3.156,3.6468,4.1472,4.8929,5.8966
-9.5,2.5,6.4831,6.5712,6.2638,5.4756,5.0203,4.1791,3.5676,3.2899,3.8422,4.3198,4.9567,6.0278
-8.5,2.5,6.5158,6.5806,6.3674,5.617,5.1758,4.3634,3.8148,3.5542,4.0339,4.4465,4.9898,6.0624
-7.5,2.5,6.3991,6.426,6.2988,5.7146,5.3002,4.5655,4.0673,3.9079,4.3891,4.6457,4.9574,5.8514
-6.5,2.5,6.325,6.3355,6.2484,5.773,5.449,4.7784,4.385,4.2331,4.5811,4.7506,5.0316,5.8078
-5.5,2.5,6.1166,6.1022,6.1159,5.7514,5.4895,4.949,4.626,4.5977,4.8384,4.9618,5.299,5.7456
-4.5,2.5,5.863,5.8836,5.9789,5.759,5.5198,5.1559,4.8415,4.8122,4.997,5.2884,5.6002,5.6592
-3.5,2.5,5.5562,5.575,5.7725,5.6222,5.4941,5.2342,4.9805,5.0153,5.2418,5.6136,5.6484,5.4374
-2.5,2.5,5.3885,5.4228,5.6359,5.5574,5.4254,5.2474,5.0626,5.0798,5.3779,5.7638,5.6009,5.25
-1.5,2.5,5.1521,5.2421,5.5013,5.5229,5.3018,5.213,5.1173,5.1797,5.5236,5.7487,5.4626,5.009
-0.5,2.5,5.0446,5.2138,5.4271,5.4583,5.2025,5.1036,5.0256,5.1619,5.4329,5.5927,5.3566,4.86
0.5,2.5,4.9169,5.1557,5.316,5.3338,5.0026,4.8809,4.8449,5.1449,5.4072,5.3395,5.1701,4.7412
1.5,2.5,4.8912,5.2313,5.3414,5.2704,4.7587,4.6109,4.6478,5.059,5.2608,5.1194,5.1154,4.7719
2.5,2.5,4.8194,5.1566,5.323,5.2255,4.5682,4.3392,4.565,5.0177,5.0827,5.0818,5.1576,4.8118
3.5,2.5,4.9442,5.1374,5.3813,5.2073,4.4594,3.9835,4.3246,4.8946,4.9404,5.1266,5.2788,4.9531
4.5,2.5,4.8629,4.9392,5.219,5.1334,4.5382,3.733,4.2262,4.8893,4.9634,5.0861,5.2574,4.9255
5.5,2.5,4.8065,4.9027,5.2152,5.1782,4.6591,3.7368,4.2665,4.8242,4.8485,5.0222,5.1821,4.9315
6.5,2.5,4.8245,4.837,5.0683,5.0928,4.704,4.0159,4.081,4.243,4.3301,4.6819,5.0194,4.8914
7.5,2.5,4.903,4.9577,5.2087,5.3141,5.1374,4.6531,4.1422,3.8532,4.3078,4.8874,5.1108,4.9037
8.5,2.5,5.1823,5.3165,5.6179,5.6088,5.3887,4.8151,4.1578,3.8702,4.3212,4.927,5.2951,5.1799
9.5,2.5,5.22,5.4202,5.795,5.8495,5.6174,5.0911,4.4978,4.2595,4.6978,5.2289,5.5176,5.2555
10.5,2.5,5.4506,5.6638,5.8994,5.9806,5.8337,5.4895,4.9738,4.6944,5.1636,5.6582,5.7336,5.4722
11.5,2.5,5.5992,5.8915,6.0691,6.12,5.9798,5.6935,5.3251,5.0083,5.4336,5.8044,5.7595,5.5884
12.5,2.5,5.5222,5.8754,6.1224,6.2854,6.1591,5.9131,5.64,5.2994,5.7389,5.9659,5.7799,5.5046
13.5,2.5,5.6868,6.2066,6.5321,6.5909,6.4594,6.1584,5.9124,5.6712,6.0691,6.1075,5.8745,5.5776
14.5,2.5,5.5992,6.1512,6.6048,6.7663,6.7226,6.3374,6.1846,5.9825,6.2731,6.1632,5.797,5.4761
15.5,2.5,5.6042,6.2412,6.8446,7.0111,6.9098,6.5062,6.4063,6.2436,6.4198,6.2093,5.8286,5.4574
16.5,2.5,5.4698,6.1284,6.7958,7.0908,7.0039,6.6562,6.618,6.4541,6.4949,6.1934,5.7389,5.3381
17.5,2.5,5.4058,6.1234,6.912,7.3075,7.2785,6.9379,6.9142,6.6619,6.6187,6.2772,5.7094,5.2466
18.5,2.5,5.2618,6.0226,6.8534,7.3015,7.3034,7.0435,7.045,6.7735,6.6458,6.205,5.5682,5.0962
19.5,2.5,5.2517,6.0053,6.8662,7.3807,7.3654,7.1647,7.0975,6.7608,6.629,6.1769,5.4953,5.0086
20.5,2.5,5.1235,5.8963,6.787,7.3754,7.373,7.2108,7.1693,6.8105,6.5878,6.0696,5.3455,4.8706
21.5,2.5,5.0628,5.8394,6.7416,7.4026,7.4875,7.4004,7.3397,6.907,6.6199,6.0086,5.2265,4.757
22.5,2.5,4.9975,5.741,6.715,7.3862,7.5382,7.4782,7.4122,6.9482,6.6091,5.8968,5.0902,4.643
23.5,2.5,4.8962,5.6263,6.5911,7.2679,7.4798,7.5228,7.465,6.9497,6.5146,5.7768,4.9654,4.5365
24.5,2.5,4.7458,5.4821,6.4783,7.1477,7.3824,7.4314,7.3894,6.8606,6.3691,5.6383,4.8187,4.3855
25.5,2.5,4.5991,5.2699,6.3487,7.0157,7.2847,7.4928,7.5156,7.0027,6.311,5.4991,4.7004,4.2425
26.5,2.5,4.5014,5.2073,6.294,6.9943,7.3253,7.6126,7.6387,7.133,6.2849,5.412,4.5967,4.11
27.5,2.5,4.391,5.165,6.2244,6.961,7.3716,7.7278,7.8182,7.3013,6.2856,5.3354,4.4938,3.9898
28.5,2.5,4.332,5.1643,6.2254,6.9574,7.3106,7.7076,7.6987,7.2149,6.156,5.3038,4.4849,3.9348
29.5,2.5,4.1376,5.0266,6.1272,6.9826,7.4551,7.8792,7.7978,7.2636,6.1037,5.1751,4.271,3.7363
30.5,2.5,4.0889,5.0674,6.191,7.171,7.7107,8.1614,8.0429,7.4069,6.2066,5.179,4.1976,3.7037
31.5,2.5,3.913,4.9118,6.084,7.1057,7.7102,8.1336,8.039,7.3402,6.1126,5.0602,4.0471,3.5376
32.5,2.5,3.7462,4.7434,5.965,6.9898,7.6805,8.1204,7.9298,7.2257,5.9561,4.9217,3.8923,3.3761
33.5,2.5,3.4771,4.4626,5.6798,6.7272,7.4606,7.9817,7.739,7.0006,5.7444,4.7364,3.6514,3.1291
34.5,2.5,3.0914,4.003,5.2814,6.3242,7.2043,7.8749,7.6291,6.8762,5.5932,4.5588,3.2801,2.7643
35.5,2.5,2.8726,3.7459,4.9654,6.035,6.9372,7.8178,7.6802,6.9118,5.4842,4.3524,3.0506,2.5618
36.5,2.5,2.5068,3.3288,4.5101,5.5483,6.4848,7.495,7.4078,6.6163,5.1907,3.9706,2.6693,2.2411
37.5,2.5,2.4857,3.3994,4.6805,5.8001,6.6763,7.4762,7.3262,6.557,5.1742,3.8532,2.5663,2.1919
38.5,2.5,2.3827,3.2729,4.621,5.7694,6.7409,7.5482,7.4035,6.5534,5.0738,3.6948,2.4658,2.093
39.5,2.5,2.215,3.0598,4.4321,5.6626,6.6655,7.4822,7.2823,6.3526,4.7849,3.493,2.3122,1.9301
40.5,2.5,2.166,3.0439,4.4095,5.6234,6.6545,7.4014,7.2142,6.263,4.7078,3.4193,2.3081,1.8684
41.5,2.5,2.0436,2.933,4.1909,5.2404,6.2635,7.0579,6.9322,6.0278,4.529,3.2086,2.2154,1.7806
42.5,2.5,1.8972,2.7991,3.863,4.7782,5.5834,6.3934,6.4522,5.6762,4.4462,3.1212,2.1154,1.6951
43.5,2.5,1.5122,2.429,3.588,4.7114,5.4965,6.4457,6.4762,5.67,4.4014,2.8274,1.7453,1.3548
44.5,2.5,1.4558,2.3729,3.5227,4.6464,5.4636,6.4286,6.4116,5.5738,4.3627,2.8049,1.6742,1.2797
45.5,2.5,1.3447,2.2255,3.4075,4.4647,5.2322,6.0991,6.115,5.2949,4.0944,2.6194,1.5379,1.1501
46.5,2.5,1.1782,2.0201,3.3122,4.5331,5.2685,6.0223,5.9916,5.1775,3.9943,2.459,1.4078,0.9816
47.5,2.5,1.0356,1.8722,3.1476,4.5158,5.2318,5.9023,5.8255,4.9961,3.8832,2.3345,1.2823,0.8652
48.5,2.5,0.9631,1.7741,3.013,4.5415,5.245,5.8135,5.6314,4.8055,3.7361,2.2075,1.169,0.8011
49.5,2.5,0.9072,1.6435,2.8769,4.4515,5.1581,5.6299,5.4274,4.5984,3.5791,2.105,1.08,0.7272
50.5,2.5,0.8498,1.5526,2.7936,4.3992,5.1012,5.5404,5.3482,4.488,3.4272,2.0129,1.0133,0.6787
51.5,2.5,0.7634,1.4681,2.7804,4.5154,5.3808,5.7706,5.497,4.5845,3.3559,1.8648,0.8995,0.577
52.5,2.5,0.6888,1.3973,2.748,4.4494,5.4413,5.7492,5.5464,4.6121,3.2868,1.7575,0.8309,0.516
53.5,2.5,0.6302,1.3325,2.7139,4.3918,5.508,5.6909,5.592,4.6068,3.1946,1.6858,0.7644,0.4716
54.5,2.5,0.5695,1.2545,2.6117,4.302,5.4982,5.5534,5.4708,4.4834,3.0922,1.609,0.7003,0.4219
55.5,2.5,0.492,1.1522,2.4814,4.229,5.5238,5.5248,5.3326,4.3618,3.0034,1.5341,0.6485,0.3641
56.5,2.5,0.4255,1.0586,2.341,4.0855,5.4912,5.5138,5.2135,4.213,2.8759,1.4318,0.5827,0.3077
57.5,2.5,0.3718,0.9706,2.2409,3.9722,5.3928,5.4478,5.0827,4.0687,2.7271,1.3536,0.5143,0.2522
58.5,2.5,0.3151,0.9031,2.1262,3.865,5.238,5.3076,4.9522,3.9415,2.5654,1.242,0.4505,0.2021
59.5,2.5,0.2671,0.8321,2.0436,3.7865,5.1398,5.2214,4.8598,3.8364,2.4228,1.1734,0.4037,0.1603
-39.5,3.5,6.115,5.2524,4.0382,2.8104,1.8478,1.4527,1.6351,2.4182,3.4507,4.7208,5.766,6.2438
-38.5,3.5,6.277,5.4341,4.1386,2.9275,1.9471,1.5499,1.7578,2.5507,3.5678,4.7786,5.9198,6.335
-37.5,3.5,6.4337,5.6122,4.3644,3.0238,2.0177,1.6447,1.8682,2.6666,3.7176,4.8898,6.0478,6.503
-36.5,3.5,6.6622,5.8997,4.5725,3.1747,2.1454,1.7957,1.9922,2.8008,3.899,5.0153,6.1694,6.7032
-35.5,3.5,6.9343,6.1442,4.7292,3.3504,2.2932,1.9562,2.1314,2.9508,4.032,5.1194,6.3108,6.9182
-34.5,3.5,7.0956,6.3019,4.9171,3.5011,2.4574,2.0671,2.262,3.0737,4.1143,5.2423,6.4068,7.0954
-33.5,3.5,7.1633,6.413,5.0738,3.6602,2.6314,2.1986,2.3976,3.1975,4.2463,5.3302,6.5388,7.2703
-32.5,3.5,7.3171,6.5592,5.2243,3.8122,2.7619,2.3434,2.515,3.33,4.397,5.5018,6.5784,7.3886
-31.5,3.5,7.422,6.6638,5.3686,3.9482,2.9033,2.4802,2.6369,3.4661,4.5151,5.5646,6.666,7.451
-30.5,3.5,7.4522,6.6941,5.4804,4.0865,3.0331,2.6198,2.7725,3.619,4.6541,5.6484,6.7282,7.481
-29.5,3.5,7.4453,6.7082,5.5505,4.1942,3.1608,2.7305,2.9026,3.7579,4.7369,5.7038,6.7831,7.4772
-28.5,3.5,7.4162,6.7476,5.6546,4.3068,3.2664,2.8442,3.017,3.8215,4.7966,5.7233,6.7442,7.4021
-27.5,3.5,7.3817,6.7639,5.6654,4.3906,3.3502,2.9453,3.1178,3.8695,4.8324,5.766,6.7121,7.3548
-26.5,3.5,7.3274,6.7464,5.663,4.4666,3.4709,3.0437,3.1855,3.9209,4.8336,5.7516,6.7123,7.3368
-25.5,3.5,7.1978,6.7322,5.6786,4.5638,3.5702,3.1298,3.2801,3.9631,4.8209,5.7134,6.6286,7.2312
-24.5,3.5,7.0894,6.7075,5.7163,4.6145,3.6487,3.21,3.395,3.9862,4.7863,5.6522,6.5407,7.1489
-23.5,3.5,7.0008,6.715,5.7614,4.6668,3.7625,3.2993,3.45,4.0078,4.7532,5.6225,6.4339,7.0222
-22.5,3.5,6.8954,6.6173,5.7331,4.7266,3.8484,3.3336,3.5213,4.013,4.6327,5.5046,6.293,6.9029
-21.5,3.5,6.7855,6.5227,5.6753,4.805,3.9466,3.3962,3.557,4.0082,4.555,5.4473,6.1627,6.767
-20.5,3.5,6.6823,6.4327,5.6719,4.8662,4.0099,3.4522,3.5266,3.9953,4.3982,5.2934,6.1392,6.6331
-19.5,3.5,6.6086,6.3468,5.6813,4.9294,4.0757,3.5294,3.5342,4.0109,4.3646,5.1758,6.0862,6.4706
-18.5,3.5,6.4745,6.2441,5.6618,4.9702,4.1532,3.5774,3.5522,3.8242,4.1652,4.961,5.9074,6.3286
-17.5,3.5,6.367,6.2647,5.6779,4.9898,4.2763,3.6554,3.5551,3.733,4.0567,4.8377,5.7307,6.2263
-16.5,3.5,6.2945,6.2342,5.7089,5.0556,4.3978,3.7394,3.533,3.5042,3.7819,4.6618,5.5514,6.0756
-15.5,3.5,6.1934,6.2268,5.7605,5.0693,4.4916,3.8162,3.5474,3.4032,3.7058,4.5461,5.3635,5.8882
-14.5,3.5,6.0881,6.2374,5.6882,5.0962,4.5782,3.8405,3.4344,3.109,3.4709,4.3428,5.1125,5.7214
-13.5,3.5,6.1344,6.271,5.7158,5.1677,4.6457,3.9108,3.3655,3.0576,3.4152,4.2036,4.9853,5.6434
-12.5,3.5,6.1817,6.2628,5.7984,5.2049,4.6915,3.9216,3.2388,2.8601,3.3658,4.0934,4.9354,5.6796
-11.5,3.5,6.2366,6.4145,5.9263,5.249,4.7851,4.0087,3.289,2.9705,3.5184,4.1258,4.9642,5.8313
-10.5,3.5,6.4116,6.5222,6.0672,5.3134,4.865,4.0298,3.311,3.0074,3.6086,4.1592,4.9932,5.9422
-9.5,3.5,6.4855,6.486,6.2258,5.4348,4.9673,4.0764,3.4224,3.1831,3.8383,4.3207,5.0292,6.0312
-8.5,3.5,6.5074,6.5143,6.3413,5.5718,5.1096,4.3073,3.6734,3.4711,4.0426,4.4467,5.0407,6.0115
-7.5,3.5,6.3463,6.3254,6.2587,5.6659,5.2418,4.4976,3.9492,3.8635,4.369,4.6282,4.9802,5.8565
-6.5,3.5,6.2342,6.2232,6.1781,5.6957,5.3719,4.7119,4.2828,4.1911,4.5526,4.7018,5.0969,5.8538
-5.5,3.5,5.9801,5.9628,5.9986,5.6834,5.3935,4.8691,4.5324,4.5338,4.829,4.9637,5.3772,5.7307
-4.5,3.5,5.7,5.7504,5.8414,5.6606,5.4653,5.0719,4.7683,4.7083,5.0069,5.2903,5.6177,5.5997
-3.5,3.5,5.425,5.4698,5.6359,5.55,5.4528,5.1382,4.9198,4.9409,5.281,5.5699,5.621,5.3311
-2.5,3.5,5.2622,5.3023,5.5466,5.4871,5.3664,5.1665,4.987,5.0158,5.3575,5.6582,5.5354,5.1182
-1.5,3.5,5.0314,5.1134,5.4259,5.4353,5.2524,5.1221,4.9788,5.1034,5.4439,5.6218,5.393,4.8912
-0.5,3.5,4.9241,5.0834,5.3542,5.3784,5.171,4.9954,4.8907,5.0546,5.3882,5.4938,5.2418,4.7544
0.5,3.5,4.872,5.0962,5.245,5.2706,4.9591,4.8101,4.7626,5.0707,5.3558,5.2774,5.1,4.6603
1.5,3.5,4.8965,5.1607,5.2469,5.2202,4.769,4.5259,4.5482,4.9994,5.1545,5.101,5.1046,4.7498
