lat,lon,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
27.5,-61.5,3.4457,4.3867,5.2519,6.1603,6.6065,6.9331,6.9708,6.515,5.4038,4.5031,3.5842,3.2693
28.5,-61.5,3.2861,4.2053,5.1348,6.0677,6.6163,6.9098,6.9293,6.4613,5.3441,4.3764,3.4704,3.1286
29.5,-61.5,3.1092,4.0392,4.9658,5.9916,6.5714,6.8386,6.9302,6.4291,5.3383,4.2686,3.3598,2.9942
30.5,-61.5,2.9261,3.8033,4.7906,5.9599,6.5364,6.7778,6.9408,6.3799,5.3052,4.1722,3.2086,2.826
31.5,-61.5,2.7559,3.5887,4.6166,5.9561,6.5083,6.7865,6.9586,6.2954,5.25,4.0594,3.0924,2.6551
32.5,-61.5,2.5829,3.3554,4.4702,5.8097,6.3986,6.78,6.9418,6.2074,5.2164,3.9629,2.9616,2.4686
33.5,-61.5,2.4221,3.1106,4.2874,5.6544,6.3485,6.6953,6.8585,6.1589,5.131,3.8369,2.8363,2.2774
34.5,-61.5,2.2481,2.8975,4.0682,5.4276,6.2832,6.5525,6.7603,6.1286,5.0414,3.684,2.6779,2.082
35.5,-61.5,2.0726,2.6741,3.8328,5.2058,6.1692,6.4498,6.6806,6.0425,4.968,3.5275,2.5068,1.8972
36.5,-61.5,1.86,2.454,3.6096,4.9495,6.0286,6.3614,6.5088,5.8886,4.8293,3.3211,2.3261,1.7342
37.5,-61.5,1.6454,2.2536,3.3722,4.727,5.9078,6.1721,6.2854,5.7046,4.6308,3.1519,2.1442,1.5547
38.5,-61.5,1.499,2.1115,3.193,4.4539,5.6297,5.989,6.0737,5.4934,4.4645,2.9794,2.0323,1.3958
39.5,-61.5,1.3534,1.9906,3.0766,4.32,5.4379,5.8848,5.9772,5.4082,4.3522,2.8154,1.8859,1.2881
40.5,-61.5,1.2859,1.9037,3.077,4.3193,5.3494,5.8356,5.9105,5.3659,4.3282,2.7586,1.7789,1.1849
41.5,-61.5,1.2626,1.9236,3.1466,4.4018,5.2908,5.7881,5.7502,5.3335,4.3102,2.7334,1.7062,1.1155
42.5,-61.5,1.2278,1.9586,3.2806,4.4654,5.2867,5.6818,5.5202,5.2219,4.254,2.658,1.6548,1.0903
43.5,-61.5,1.194,2.017,3.4092,4.5418,5.2877,5.6422,5.377,5.0645,4.1496,2.5973,1.554,1.0414
44.5,-61.5,1.2708,2.1487,3.4999,4.4798,5.1617,5.4374,5.251,4.9229,4.0591,2.6004,1.5,1.0524
45.5,-61.5,1.2182,2.064,3.3108,4.2662,5.0314,5.3122,5.2846,4.8569,3.8347,2.4149,1.3846,0.9509
46.5,-61.5,1.014,1.7244,2.8726,4.2398,5.0897,5.418,5.479,4.8588,3.6655,2.2454,1.1959,0.7975
47.5,-61.5,0.893,1.6711,3.0538,4.3313,5.2411,5.4982,5.4811,4.8857,3.6893,2.2462,1.1093,0.6972
48.5,-61.5,0.8762,1.7009,3.1296,4.4071,5.2951,5.6062,5.435,4.8682,3.6338,2.2711,1.0997,0.689
49.5,-61.5,0.9226,1.7093,3.0581,4.3649,5.2255,5.5555,5.3693,4.7702,3.5297,2.2164,1.0963,0.7255
50.5,-61.5,1.0975,1.812,3.0754,4.2516,5.0318,5.2824,5.1089,4.4527,3.3401,2.0945,1.1208,0.8328
51.5,-61.5,1.0354,1.9582,3.1826,4.4018,5.0659,5.0316,4.812,4.1465,3.0917,1.8821,1.0212,0.7334
52.5,-61.5,0.9929,1.9726,3.1946,4.4009,5.1595,4.9709,4.7218,4.0229,2.9861,1.7222,0.9204,0.6658
53.5,-61.5,0.9,1.8398,3.1416,4.3116,5.0244,5.0057,4.6987,3.9617,2.9813,1.6543,0.8875,0.629
54.5,-61.5,0.8741,1.8415,3.2453,4.5451,5.2325,4.9805,4.6164,3.8438,2.9155,1.5919,0.8158,0.5851
55.5,-61.5,0.7994,1.7561,3.2011,4.6003,5.3069,5.0102,4.5624,3.7987,2.8596,1.5509,0.7824,0.5275
56.5,-61.5,0.5767,1.4198,2.7031,3.9607,5.0765,5.1578,4.6584,3.9636,2.905,1.5463,0.7104,0.4111
57.5,-61.5,0.5006,1.4414,2.9292,4.2499,5.1696,5.3045,4.6769,3.9214,2.778,1.4186,0.601,0.2921
58.5,-61.5,0.4469,1.4326,3.0466,4.5895,5.5075,5.2474,4.7206,3.8796,2.6801,1.3049,0.5105,0.2254
59.5,-61.5,0.3506,1.177,2.7089,4.2737,5.2493,5.2138,4.7196,3.7522,2.4588,1.1561,0.4044,0.167
-59.5,-60.5,4.8082,3.5736,2.1602,0.9936,0.3638,0.1632,0.2645,0.744,1.7609,3.2035,4.7626,5.3422
-58.5,-60.5,4.8898,3.7087,2.3018,1.079,0.4205,0.2004,0.3139,0.8129,1.825,3.3094,4.8415,5.4425
-57.5,-60.5,4.9147,3.785,2.3762,1.1554,0.4721,0.2434,0.3624,0.8815,1.9013,3.3672,4.841,5.5234
-56.5,-60.5,5.0974,3.9557,2.5426,1.2607,0.5405,0.2995,0.414,0.9641,2.0342,3.5578,4.9738,5.6282
-55.5,-60.5,5.3899,4.1791,2.7386,1.4107,0.6247,0.3614,0.4793,1.0738,2.1967,3.763,5.1883,5.8541
-54.5,-60.5,5.6578,4.4088,2.9057,1.5322,0.689,0.4171,0.534,1.1664,2.3354,3.9667,5.4622,6.1246
-53.5,-60.5,5.9575,4.6651,3.149,1.6975,0.7922,0.4853,0.6137,1.2725,2.5193,4.2617,5.7727,6.4642
-52.5,-60.5,6.108,4.836,3.3086,1.8086,0.8832,0.5506,0.6725,1.3661,2.6558,4.4683,5.9604,6.66
-51.5,-60.5,6.1392,4.9169,3.3895,1.8878,0.9629,0.6211,0.7498,1.476,2.8066,4.542,6.0533,6.7918
-50.5,-60.5,6.5537,5.2433,3.6826,2.088,1.093,0.719,0.8582,1.6334,3.0355,4.8374,6.45,7.1424
-49.5,-60.5,6.7486,5.4866,3.8705,2.2454,1.2122,0.811,0.9607,1.7674,3.2239,5.0201,6.6286,7.2574
-48.5,-60.5,6.9754,5.6774,4.0598,2.4122,1.3255,0.9223,1.0781,1.8955,3.372,5.1665,6.7579,7.355
-47.5,-60.5,7.1755,5.8224,4.2266,2.5692,1.4506,1.0366,1.2017,2.0486,3.4862,5.2937,6.8873,7.4544
-46.5,-60.5,7.3106,5.964,4.3718,2.735,1.5638,1.1462,1.3171,2.1938,3.6158,5.419,7.0138,7.5703
-45.5,-60.5,7.3884,6.0614,4.4969,2.8807,1.6474,1.2336,1.4285,2.3071,3.745,5.4859,7.0378,7.6459
-44.5,-60.5,7.4846,6.1603,4.6332,3.0305,1.7638,1.3322,1.5365,2.3911,3.8522,5.5063,7.0306,7.6649
-43.5,-60.5,7.5852,6.2311,4.7232,3.1286,1.8715,1.4249,1.6375,2.4905,3.9593,5.5375,7.0474,7.7172
-42.5,-60.5,7.6442,6.3151,4.7995,3.2062,1.9486,1.5106,1.717,2.5601,4.0613,5.5829,7.063,7.764
-41.5,-60.5,7.6975,6.4075,4.9037,3.2942,2.0208,1.5804,1.7923,2.6225,4.1038,5.5121,7.0049,7.7782
-40.5,-60.5,7.7328,6.4939,4.9637,3.3814,2.1048,1.6822,1.8715,2.7269,4.153,5.4485,6.9552,7.7827
-39.5,-60.5,7.5989,6.4718,5.0059,3.431,2.1691,1.7801,1.9502,2.809,4.1722,5.4197,6.9144,7.7244
-38.5,-60.5,7.5847,6.4514,5.0882,3.6038,2.3681,1.9517,2.1002,2.9707,4.2302,5.4578,6.9826,7.7354
-37.5,-60.5,7.4489,6.4853,5.1442,3.7061,2.4974,2.0465,2.195,3.0715,4.2886,5.5178,6.9938,7.7597
-36.5,-60.5,7.3831,6.4555,5.1559,3.7445,2.587,2.1576,2.286,3.1982,4.3594,5.5838,6.9814,7.7302
-35.5,-60.5,7.2847,6.3564,5.1389,3.775,2.6626,2.2222,2.3386,3.2774,4.4424,5.5022,6.8609,7.589
-34.5,-60.5,7.2142,6.3192,5.1943,3.8251,2.7619,2.3143,2.4646,3.4099,4.5667,5.5783,6.8234,7.4522
-33.5,-60.5,7.2137,6.2633,5.2382,3.8678,2.8325,2.3722,2.579,3.4855,4.6399,5.6616,6.8424,7.3298
-32.5,-60.5,7.153,6.108,5.2111,3.8674,2.9026,2.4502,2.6849,3.5914,4.735,5.64,6.8554,7.2432
-31.5,-60.5,7.181,6.1745,5.2906,3.9494,2.9534,2.5318,2.8116,3.732,4.8185,5.6856,6.911,7.2396
-30.5,-60.5,7.0188,6.1543,5.2421,3.9775,2.9964,2.5865,2.9234,3.852,4.8586,5.7086,6.8813,7.145
-29.5,-60.5,6.9204,6.2122,5.299,4.0231,3.0955,2.6458,3.037,3.9458,4.8905,5.706,6.7997,7.0337
-28.5,-60.5,6.8868,6.2261,5.3441,4.0678,3.1788,2.6911,3.1267,3.9706,4.8478,5.6278,6.7435,6.9578
-27.5,-60.5,6.8518,6.2251,5.3621,4.079,3.2431,2.7547,3.2148,4.0817,4.9246,5.6693,6.7212,6.882
-26.5,-60.5,6.7457,6.1188,5.3246,4.1239,3.2885,2.7754,3.2287,4.0783,4.847,5.6117,6.5726,6.7322
-25.5,-60.5,6.6739,6.0989,5.2685,4.1602,3.3026,2.8085,3.2921,4.1417,4.8617,5.5812,6.4548,6.6367
-24.5,-60.5,6.6624,6.0449,5.3083,4.2154,3.2746,2.7895,3.2899,4.1182,4.7422,5.4883,6.3626,6.547
-23.5,-60.5,6.6734,6.0461,5.358,4.2982,3.3278,2.8512,3.3338,4.1894,4.8204,5.5442,6.3182,6.5088
-22.5,-60.5,6.5923,6.0238,5.4065,4.3723,3.3768,2.8805,3.3422,4.1873,4.7885,5.4638,6.2542,6.4306
-21.5,-60.5,6.4154,5.9278,5.4158,4.4323,3.4298,2.9633,3.4402,4.2624,4.7755,5.4122,6.1454,6.2686
-20.5,-60.5,6.2863,5.8344,5.4806,4.5866,3.5234,3.103,3.5664,4.3858,4.7268,5.4173,6.0895,6.1956
-19.5,-60.5,6.1678,5.7595,5.4871,4.6978,3.6713,3.2926,3.755,4.4798,4.7794,5.4463,6.0706,6.1195
-18.5,-60.5,6.012,5.6321,5.4629,4.8754,3.8153,3.5669,4.0142,4.6181,4.7928,5.3976,5.9282,5.9604
-17.5,-60.5,5.7929,5.4593,5.4202,4.9668,3.953,3.8093,4.1988,4.7095,4.7422,5.2985,5.7706,5.7888
-16.5,-60.5,5.6477,5.3419,5.3297,5.0172,4.1273,4.087,4.4678,4.8418,4.7186,5.3201,5.665,5.6398
-15.5,-60.5,5.3938,5.1362,5.2142,5.0227,4.2751,4.2934,4.6699,5.0196,4.8792,5.3412,5.5632,5.465
-14.5,-60.5,5.0486,4.8271,4.9634,4.8845,4.4004,4.5194,4.8694,5.1535,4.9008,5.3179,5.2699,5.1166
-13.5,-60.5,4.9834,4.7796,4.9591,4.9884,4.561,4.6704,5.0407,5.268,4.9361,5.3129,5.2188,5.0486
-12.5,-60.5,4.7513,4.6678,4.7376,4.8725,4.565,4.7592,5.1286,5.2212,4.7971,5.1134,5.04,4.8331
-11.5,-60.5,4.7873,4.7213,4.8199,4.9063,4.6286,4.8924,5.3081,5.4,4.9354,5.2478,5.077,4.8871
-10.5,-60.5,4.7753,4.6764,4.7534,4.8096,4.6481,5.011,5.4478,5.4214,4.9853,5.2663,5.0292,4.7674
-9.5,-60.5,4.7618,4.6634,4.6968,4.6649,4.5626,5.0671,5.4648,5.3645,5.0748,5.171,4.8754,4.6582
-8.5,-60.5,4.6865,4.6807,4.6601,4.6164,4.5125,5.0762,5.4778,5.3693,5.1048,5.1144,4.9046,4.573
-7.5,-60.5,4.6128,4.6226,4.6001,4.5221,4.3826,4.9898,5.3827,5.2814,5.1698,5.0023,4.7338,4.4695
-6.5,-60.5,4.6584,4.6555,4.6543,4.5917,4.3685,4.9766,5.3993,5.2733,5.1379,5.011,4.7232,4.464
-5.5,-60.5,4.535,4.529,4.6414,4.4935,4.2794,4.8175,5.2574,5.2644,5.2291,4.9536,4.6522,4.3922
-4.5,-60.5,4.4299,4.4122,4.4983,4.3807,4.2019,4.6649,5.1266,5.1593,5.153,4.9092,4.5835,4.2646
-3.5,-60.5,4.4494,4.4446,4.4338,4.3109,4.163,4.5926,4.9951,5.2783,5.2973,5.0323,4.6714,4.2653
-2.5,-60.5,4.4129,4.3896,4.4311,4.2638,4.1957,4.5876,4.8802,5.273,5.3198,5.0093,4.6044,4.2158
-1.5,-60.5,4.7136,4.596,4.6762,4.4268,4.2866,4.6942,4.9466,5.431,5.4835,5.171,4.8886,4.5821
-0.5,-60.5,4.915,4.8223,4.8192,4.4933,4.2439,4.549,4.8384,5.2702,5.4408,5.2642,5.0222,4.7758
0.5,-60.5,5.1619,5.083,5.1103,4.7203,4.3512,4.5742,4.8336,5.2649,5.6686,5.5219,5.3006,5.0306
1.5,-60.5,5.2034,5.1432,5.2207,4.8646,4.4105,4.589,4.7424,5.1806,5.7182,5.6261,5.3381,5.0414
2.5,-60.5,5.1895,5.1794,5.305,4.9601,4.4182,4.6198,4.781,5.2855,5.9016,5.7658,5.3467,4.9351
3.5,-60.5,5.4578,5.5414,5.7746,5.4754,4.8838,5.0069,5.1048,5.599,6.114,5.947,5.5022,5.1336
4.5,-60.5,5.3386,5.5543,5.7473,5.471,4.9603,5.0182,5.191,5.6628,6.0989,5.8829,5.4214,5.0112
5.5,-60.5,4.5998,4.7621,4.9882,4.9502,4.5055,4.6579,4.9639,5.4559,5.8087,5.5303,4.8725,4.3534
6.5,-60.5,4.5098,4.6718,5.0086,5.0062,4.6128,4.7237,5.1074,5.699,6.001,5.6342,4.836,4.308
7.5,-60.5,4.6375,4.9438,5.2154,5.2502,4.7825,4.6282,4.8974,5.4958,5.8582,5.3532,4.6514,4.2926
8.5,-60.5,4.787,5.2006,5.5222,5.5051,4.9886,4.7194,5.0712,5.5853,5.7211,5.2553,4.6368,4.3603
9.5,-60.5,5.0614,5.6369,5.9227,5.9616,5.4624,5.1895,5.4756,5.8279,5.8164,5.3179,4.7177,4.4856
10.5,-60.5,5.2375,5.8656,6.2078,6.2693,5.8358,5.441,5.7437,6.0122,5.9693,5.352,4.8106,4.7177
11.5,-60.5,5.2716,5.9064,6.3053,6.4457,6.0859,5.647,5.8697,6.0605,6.0655,5.4166,4.9195,4.8691
12.5,-60.5,5.3515,5.97,6.4171,6.4994,6.3127,5.8973,6.061,6.2047,6.0962,5.4857,5.0585,5.053
13.5,-60.5,5.2234,5.8894,6.3324,6.4159,6.2035,5.8145,6.0437,6.1699,6.0055,5.4154,5.0273,4.9769
14.5,-60.5,5.1053,5.7667,6.2669,6.3996,6.1752,5.8867,6.0984,6.2218,5.9114,5.2776,4.8905,4.8341
15.5,-60.5,5.1768,5.8361,6.4243,6.5558,6.3391,6.1538,6.3127,6.3826,6.0122,5.3616,4.9505,4.8214
16.5,-60.5,5.0914,5.7634,6.4291,6.6322,6.384,6.2786,6.4073,6.415,6.0113,5.3513,4.8996,4.7465
17.5,-60.5,4.9891,5.7012,6.4459,6.7236,6.4649,6.4558,6.5186,6.4826,6.0348,5.3455,4.8552,4.6464
18.5,-60.5,4.8852,5.6388,6.3698,6.7435,6.5201,6.5642,6.5818,6.5354,6.0223,5.321,4.729,4.5106
19.5,-60.5,4.7851,5.5817,6.2904,6.689,6.5849,6.7042,6.6706,6.5621,5.9863,5.2536,4.631,4.4146
20.5,-60.5,4.6723,5.4446,6.2323,6.6202,6.6014,6.7363,6.7558,6.5964,5.933,5.1955,4.4978,4.3212
21.5,-60.5,4.5168,5.328,6.1373,6.5554,6.6403,6.7922,6.863,6.6312,5.9328,5.1204,4.3699,4.224
22.5,-60.5,4.3706,5.2073,6.0125,6.4898,6.6348,6.841,6.9269,6.6818,5.8414,5.0491,4.2173,4.0764
23.5,-60.5,4.2214,5.077,5.8126,6.4435,6.6516,6.9437,6.9881,6.7046,5.7809,4.9104,4.0613,3.9367
24.5,-60.5,4.0572,4.9027,5.6462,6.3607,6.5743,6.9554,7.0212,6.6722,5.7468,4.7688,3.9389,3.7654
25.5,-60.5,3.8849,4.7393,5.4984,6.2563,6.5916,6.9614,7.0495,6.6682,5.6722,4.663,3.8114,3.5798
26.5,-60.5,3.6919,4.5871,5.3618,6.2285,6.6115,6.9307,7.0289,6.6228,5.5495,4.5679,3.6826,3.4128
27.5,-60.5,3.461,4.3728,5.2368,6.1483,6.5887,6.9646,6.9823,6.5738,5.4341,4.4918,3.5942,3.2441
28.5,-60.5,3.2731,4.2242,5.1264,6.0766,6.5902,6.9377,6.9271,6.5074,5.3921,4.3973,3.4706,3.1049
29.5,-60.5,3.1315,4.0594,5.0006,5.9602,6.563,6.8815,6.936,6.4663,5.3666,4.3073,3.3444,2.969
30.5,-60.5,2.9196,3.8674,4.8396,5.9023,6.5532,6.8018,6.9542,6.4066,5.3378,4.2139,3.2076,2.8279
31.5,-60.5,2.7638,3.6235,4.6339,5.903,6.5441,6.8174,6.9538,6.3458,5.2754,4.0536,3.0818,2.6628
32.5,-60.5,2.605,3.3845,4.4796,5.7703,6.4459,6.8083,6.9682,6.2234,5.232,3.9461,2.964,2.4876
33.5,-60.5,2.4485,3.1334,4.3042,5.6287,6.3785,6.7183,6.9295,6.1517,5.1571,3.835,2.8507,2.2932
34.5,-60.5,2.2711,2.9182,4.1042,5.4758,6.3149,6.5978,6.8131,6.1414,5.0429,3.6974,2.6873,2.0988
35.5,-60.5,2.1007,2.712,3.9055,5.2445,6.1908,6.463,6.7438,6.0926,4.9824,3.5539,2.5126,1.9265
36.5,-60.5,1.9102,2.4986,3.659,4.9694,6.0442,6.3427,6.5614,5.9496,4.8499,3.3396,2.3268,1.7417
37.5,-60.5,1.6958,2.305,3.4358,4.7626,5.916,6.2244,6.3432,5.7641,4.6901,3.1481,2.1682,1.5622
38.5,-60.5,1.5413,2.1377,3.2285,4.4995,5.6712,6.0689,6.1394,5.5442,4.5151,2.9916,2.039,1.4081
39.5,-60.5,1.3675,2.0119,3.0739,4.3514,5.4394,5.8752,5.9861,5.424,4.3858,2.8423,1.9066,1.2871
40.5,-60.5,1.2991,1.9186,3.054,4.3769,5.3304,5.7929,5.9422,5.3726,4.3166,2.7578,1.7724,1.1935
41.5,-60.5,1.2461,1.9066,3.1044,4.3495,5.2606,5.7338,5.813,5.3436,4.272,2.6904,1.6901,1.1107
42.5,-60.5,1.2197,1.9414,3.245,4.4138,5.2788,5.6383,5.5438,5.2171,4.2247,2.6076,1.6375,1.0896
43.5,-60.5,1.1842,1.9771,3.347,4.5118,5.2781,5.5956,5.3664,5.0885,4.1616,2.5877,1.56,1.0315
44.5,-60.5,1.2101,2.0599,3.444,4.5245,5.2226,5.4734,5.2685,4.9476,4.0692,2.5488,1.4808,1.0003
45.5,-60.5,1.2182,2.064,3.3108,4.2662,5.0314,5.3122,5.2846,4.8569,3.8347,2.4149,1.3846,0.9509
46.5,-60.5,1.014,1.7244,2.8726,4.2398,5.0897,5.418,5.479,4.8588,3.6655,2.2454,1.1959,0.7975
47.5,-60.5,0.893,1.6711,3.0538,4.3313,5.2411,5.4982,5.4811,4.8857,3.6893,2.2462,1.1093,0.6972
48.5,-60.5,0.8762,1.7009,3.1296,4.4071,5.2951,5.6062,5.435,4.8682,3.6338,2.2711,1.0997,0.689
49.5,-60.5,0.9226,1.7093,3.0581,4.3649,5.2255,5.5555,5.3693,4.7702,3.5297,2.2164,1.0963,0.7255
50.5,-60.5,1.0975,1.812,3.0754,4.2516,5.0318,5.2824,5.1089,4.4527,3.3401,2.0945,1.1208,0.8328
51.5,-60.5,1.0354,1.9582,3.1826,4.4018,5.0659,5.0316,4.812,4.1465,3.0917,1.8821,1.0212,0.7334
52.5,-60.5,0.9929,1.9726,3.1946,4.4009,5.1595,4.9709,4.7218,4.0229,2.9861,1.7222,0.9204,0.6658
53.5,-60.5,0.9,1.8398,3.1416,4.3116,5.0244,5.0057,4.6987,3.9617,2.9813,1.6543,0.8875,0.629
54.5,-60.5,0.8741,1.8415,3.2453,4.5451,5.2325,4.9805,4.6164,3.8438,2.9155,1.5919,0.8158,0.5851
55.5,-60.5,0.7994,1.7561,3.2011,4.6003,5.3069,5.0102,4.5624,3.7987,2.8596,1.5509,0.7824,0.5275
56.5,-60.5,0.5767,1.4198,2.7031,3.9607,5.0765,5.1578,4.6584,3.9636,2.905,1.5463,0.7104,0.4111
57.5,-60.5,0.5006,1.4414,2.9292,4.2499,5.1696,5.3045,4.6769,3.9214,2.778,1.4186,0.601,0.2921
58.5,-60.5,0.4469,1.4326,3.0466,4.5895,5.5075,5.2474,4.7206,3.8796,2.6801,1.3049,0.5105,0.2254
59.5,-60.5,0.3506,1.177,2.7089,4.2737,5.2493,5.2138,4.7196,3.7522,2.4588,1.1561,0.4044,0.167
-59.5,-59.5,4.7201,3.505,2.1281,0.9799,0.361,0.1625,0.2578,0.7399,1.7201,3.1634,4.6351,5.2572
-58.5,-59.5,4.8725,3.672,2.281,1.0718,0.4171,0.1997,0.3043,0.8074,1.8151,3.2935,4.7959,5.4442
-57.5,-59.5,4.9339,3.7486,2.3818,1.1606,0.4682,0.2417,0.3581,0.8626,1.883,3.3701,4.8048,5.514
-56.5,-59.5,5.005,3.8918,2.4847,1.2418,0.5294,0.2935,0.4049,0.9307,1.9795,3.5237,4.8715,5.5752
-55.5,-59.5,5.2498,4.1165,2.6554,1.3538,0.6,0.3487,0.4584,1.0186,2.1228,3.6852,5.0731,5.7446
-54.5,-59.5,5.5358,4.3442,2.8562,1.4758,0.6751,0.4111,0.5162,1.1198,2.2668,3.9098,5.2973,5.9767
-53.5,-59.5,5.7845,4.5574,3.0931,1.6378,0.7757,0.4781,0.5976,1.2406,2.4533,4.2041,5.6201,6.2918
-52.5,-59.5,5.917,4.6625,3.2179,1.7287,0.8549,0.5402,0.655,1.3272,2.5894,4.3625,5.778,6.5107
-51.5,-59.5,5.7749,4.571,3.2299,1.794,0.9454,0.6194,0.7505,1.4213,2.6345,4.2461,5.6194,6.3038
-50.5,-59.5,6.3866,5.047,3.5791,1.9927,1.0546,0.7054,0.8388,1.577,2.959,4.6848,6.3312,6.9583
-49.5,-59.5,6.5966,5.3042,3.7764,2.1689,1.1705,0.792,0.9312,1.6942,3.12,4.8838,6.4884,7.0709
-48.5,-59.5,6.786,5.5222,3.9888,2.3436,1.3082,0.912,1.0488,1.8487,3.2693,5.0285,6.6091,7.1414
-47.5,-59.5,6.9497,5.6323,4.1314,2.4974,1.4326,1.0294,1.1748,1.997,3.3895,5.1874,6.7349,7.2269
-46.5,-59.5,7.0795,5.7485,4.2727,2.6422,1.5506,1.1321,1.2881,2.1312,3.5102,5.2872,6.8662,7.3061
-45.5,-59.5,7.1597,5.8702,4.387,2.7943,1.6394,1.2324,1.3982,2.2589,3.6362,5.3635,6.8892,7.3562
-44.5,-59.5,7.3817,6.0914,4.5809,2.9916,1.7698,1.3351,1.5252,2.3786,3.8225,5.4655,6.978,7.5437
-43.5,-59.5,7.488,6.1846,4.6829,3.1066,1.8936,1.4402,1.6325,2.4756,3.9302,5.4989,6.9809,7.5871
-42.5,-59.5,7.595,6.2861,4.7825,3.2057,1.963,1.5281,1.7179,2.5646,4.0397,5.5142,6.9955,7.669
-41.5,-59.5,7.668,6.373,4.8533,3.2779,2.0182,1.5902,1.7986,2.6203,4.0954,5.4562,6.9598,7.7076
-40.5,-59.5,7.6848,6.4543,4.9327,3.3626,2.1077,1.6735,1.8581,2.7079,4.1544,5.4223,6.9245,7.7321
-39.5,-59.5,7.5878,6.4507,4.9788,3.4106,2.1691,1.7566,1.9032,2.7967,4.1527,5.4202,6.8767,7.7011
-38.5,-59.5,7.4542,6.342,5.0162,3.545,2.3496,1.8967,2.0527,2.9198,4.1647,5.3849,6.8808,7.6382
-37.5,-59.5,7.3968,6.4109,5.0729,3.6924,2.4905,2.0352,2.1665,3.0533,4.2132,5.4739,6.8806,7.7095
-36.5,-59.5,7.3471,6.3823,5.1053,3.7488,2.585,2.1475,2.2738,3.1606,4.3186,5.5447,6.9355,7.7136
-35.5,-59.5,7.2329,6.3204,5.1038,3.7877,2.6623,2.2068,2.3316,3.2342,4.3795,5.4936,6.8318,7.597
-34.5,-59.5,7.273,6.4253,5.3328,3.931,2.833,2.3501,2.5034,3.4301,4.6327,5.7082,6.901,7.5571
-33.5,-59.5,7.2072,6.2081,5.2303,3.8642,2.815,2.3443,2.5498,3.4114,4.5715,5.5865,6.8419,7.3231
-32.5,-59.5,7.2082,6.1675,5.2572,3.9242,2.8867,2.4593,2.687,3.5537,4.685,5.6246,6.887,7.2386
-31.5,-59.5,7.0781,6.1039,5.2351,3.9804,2.9287,2.5015,2.8042,3.653,4.6987,5.604,6.8633,7.1453
-30.5,-59.5,7.0106,6.1728,5.298,4.033,3.0029,2.5694,2.9078,3.7656,4.7462,5.6534,6.8366,7.0901
-29.5,-59.5,6.9406,6.2426,5.3803,4.0673,3.0818,2.627,3.0089,3.8494,4.782,5.6474,6.8117,7.0418
-28.5,-59.5,6.8734,6.2186,5.3647,4.0961,3.1738,2.6599,3.0936,3.9122,4.7484,5.5834,6.7224,6.9552
-27.5,-59.5,6.8438,6.2102,5.3707,4.1666,3.295,2.742,3.1663,3.9912,4.8103,5.5886,6.6533,6.857
-26.5,-59.5,6.8074,6.2064,5.3722,4.2086,3.335,2.7778,3.1978,4.0061,4.7306,5.5915,6.5035,6.7704
-25.5,-59.5,6.7378,6.155,5.3774,4.2768,3.3482,2.8058,3.2386,4.0764,4.783,5.5896,6.4447,6.6953
-24.5,-59.5,6.6907,6.0775,5.3611,4.3541,3.3338,2.8428,3.2657,4.0954,4.7165,5.507,6.3665,6.6228
-23.5,-59.5,6.684,6.0811,5.4583,4.4398,3.4082,2.9364,3.3286,4.147,4.8353,5.5618,6.3586,6.593
-22.5,-59.5,6.6708,6.1025,5.5661,4.5514,3.4872,3.013,3.3912,4.2163,4.8187,5.549,6.3454,6.5695
-21.5,-59.5,6.4726,5.9743,5.5538,4.6358,3.5786,3.1286,3.4894,4.2929,4.8108,5.4706,6.234,6.3739
-20.5,-59.5,6.301,5.8423,5.5522,4.7362,3.642,3.2676,3.6571,4.3723,4.7429,5.419,6.1555,6.2633
-19.5,-59.5,6.2297,5.777,5.5846,4.842,3.7577,3.4402,3.839,4.4981,4.788,5.4034,6.0797,6.1651
-18.5,-59.5,6.0091,5.663,5.5039,4.9478,3.9187,3.7198,4.1122,4.6678,4.7858,5.3772,5.915,5.9928
-17.5,-59.5,5.8361,5.4934,5.4511,5.0604,4.0896,3.9648,4.3459,4.7772,4.8048,5.3515,5.8051,5.8298
-16.5,-59.5,5.6414,5.323,5.3244,5.0438,4.2017,4.1491,4.5389,4.9099,4.8094,5.3124,5.6978,5.6686
-15.5,-59.5,5.4905,5.1946,5.2668,5.1211,4.4777,4.4532,4.8149,5.1576,4.944,5.4329,5.676,5.502
-14.5,-59.5,5.178,4.8946,5.0107,4.9162,4.487,4.5674,4.8926,5.1456,4.824,5.2438,5.3582,5.2046
-13.5,-59.5,4.9778,4.7933,4.8835,4.9186,4.5514,4.6723,5.0251,5.2044,4.793,5.143,5.16,5.0172
-12.5,-59.5,4.8254,4.7534,4.8545,4.9332,4.6409,4.812,5.1881,5.2961,4.8326,5.1612,5.053,4.8902
-11.5,-59.5,4.8187,4.7702,4.8562,4.8874,4.6769,4.8953,5.3328,5.4259,4.927,5.2687,5.0239,4.9145
-10.5,-59.5,4.6932,4.6706,4.7201,4.7645,4.6644,5.0244,5.4235,5.3594,4.8564,5.1446,4.8828,4.6978
-9.5,-59.5,4.7292,4.6896,4.6714,4.685,4.631,5.1374,5.5126,5.3398,5.0182,5.2008,4.8794,4.6598
