lat,lon,DNI_1,DNI_2,DNI_3,DNI_4,DNI_5,DNI_6,DNI_7,DNI_8,DNI_9,DNI_10,DNI_11,DNI_12,GHI_1,GHI_2,GHI_3,GHI_4,GHI_5,GHI_6,GHI_7,GHI_8,GHI_9,GHI_10,GHI_11,GHI_12,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12
40.5,-177.5,1.7947,2.0359,2.1194,2.2382,1.8648,1.6159,2.1439,3.1985,2.557,2.2205,1.7798,1.6385,1.6766,2.3426,3.1872,4.0279,4.4609,4.4525,4.705,4.7866,3.6703,2.6688,1.7606,1.4182,8.91,8.55,8.94,9.52,10.75,13.19,17.5,20.24,18.42,15.31,13.03,10.61,12.93,12.7,11.3,10.35,8.73,7.85,7.42,7.32,8.26,9.79,11.15,12.95
41.5,-177.5,1.7491,1.9466,2.095,2.1041,1.7405,1.41,1.7611,2.6129,2.4312,2.1598,1.7614,1.6298,1.5823,2.2462,3.1097,3.9384,4.3574,4.3337,4.4753,4.5007,3.5546,2.5493,1.6834,1.343,7.95,7.64,8.01,8.57,9.74,11.94,16.16,19.03,17.24,14.17,11.99,9.58,12.7,12.71,11.48,10.63,8.96,7.9,7.52,7.49,8.43,9.95,11.4,13.0
42.5,-177.5,1.6978,1.9082,2.0491,2.1245,1.7762,1.2672,1.4402,2.0532,2.389,2.1528,1.685,1.5938,1.513,2.1559,3.0478,3.9082,4.3154,4.2324,4.2936,4.1926,3.4673,2.4725,1.5869,1.2641,7.0,6.7,6.97,7.43,8.55,10.69,14.77,17.66,16.08,13.09,10.93,8.55,12.47,12.7,11.56,10.77,9.06,7.93,7.7,7.62,8.53,10.17,11.58,12.98
43.5,-177.5,1.6889,1.961,2.0609,2.1686,1.8466,1.1225,1.1724,1.6529,2.3467,2.1648,1.6673,1.5245,1.4465,2.0875,2.9693,3.8501,4.2907,4.0961,4.164,3.8914,3.3684,2.3935,1.5084,1.188,6.0,5.74,6.0,6.46,7.57,9.57,13.52,16.33,14.98,12.12,9.87,7.48,12.15,12.63,11.57,10.97,9.15,8.01,7.84,7.71,8.71,10.44,11.8,12.99
44.5,-177.5,1.6668,1.9423,2.129,2.1384,1.8221,0.9881,1.0001,1.4254,2.2622,2.2234,1.6013,1.4359,1.3615,2.0136,2.9268,3.8018,4.2264,4.0469,4.0248,3.6977,3.277,2.3544,1.4345,1.11,5.13,4.91,5.14,5.58,6.74,8.7,12.35,15.02,13.91,11.17,8.85,6.51,11.9,12.59,11.57,11.17,9.24,8.11,7.96,7.81,8.97,10.68,11.99,12.97
45.5,-177.5,1.661,2.0074,2.3215,2.3484,1.9678,1.0562,1.0085,1.3745,2.3472,2.3923,1.6471,1.44,1.2694,1.9601,2.8956,3.8062,4.2062,3.985,3.9473,3.5606,3.2033,2.279,1.3625,1.0382,4.35,4.16,4.35,4.85,6.06,7.95,11.36,13.94,12.98,10.34,7.96,5.61,11.65,12.4,11.45,11.23,9.29,8.07,8.05,7.88,9.17,10.88,12.08,12.92
46.5,-177.5,1.5854,2.0105,2.3345,2.4334,1.9776,0.9869,0.9084,1.2665,2.3635,2.3508,1.6082,1.4059,1.1902,1.8895,2.8555,3.8486,4.2036,3.9509,3.8801,3.4442,3.1385,2.2073,1.2792,0.9674,3.68,3.51,3.73,4.26,5.48,7.36,10.51,12.99,12.21,9.65,7.17,4.88,11.53,12.29,11.3,11.17,9.32,8.02,8.04,7.96,9.42,11.07,12.09,12.88
47.5,-177.5,1.5444,2.0102,2.3177,2.477,1.9853,0.9799,0.9067,1.1851,2.3285,2.3196,1.6094,1.3805,1.1117,1.813,2.7926,3.8357,4.1431,3.9274,3.8105,3.3593,3.047,2.1374,1.2194,0.8981,3.18,3.05,3.27,3.86,5.08,6.96,9.95,12.28,11.57,9.06,6.53,4.33,11.41,12.25,11.23,11.09,9.29,8.02,8.01,8.04,9.66,11.24,12.08,12.87
48.5,-177.5,1.505,1.9334,2.3662,2.6374,1.932,1.0006,0.8621,1.1798,2.2702,2.2433,1.5727,1.3862,1.0394,1.7335,2.7694,3.8686,4.1206,3.9269,3.7296,3.2794,2.9714,2.0546,1.1513,0.8438,2.78,2.65,2.84,3.49,4.76,6.69,9.47,11.7,11.05,8.55,5.99,3.83,11.18,12.07,11.03,10.83,9.17,7.96,7.91,8.09,9.79,11.26,12.04,12.7
49.5,-177.5,1.4443,1.8206,2.3393,2.7454,1.8523,0.977,0.8153,1.1458,2.2049,2.1046,1.4866,1.2842,0.9619,1.6346,2.6947,3.8549,4.0562,3.8966,3.6629,3.2016,2.8877,1.9591,1.0706,0.763,2.54,2.39,2.59,3.31,4.65,6.53,9.07,11.32,10.63,8.15,5.63,3.56,10.93,11.86,10.82,10.59,9.06,7.83,7.78,8.09,9.88,11.19,11.99,12.53
50.5,-177.5,1.3742,1.721,2.2944,2.7096,1.9973,1.0322,0.8508,1.1957,2.2193,2.0897,1.4297,1.1623,0.8676,1.5254,2.6165,3.7829,4.0481,3.8626,3.5988,3.1622,2.809,1.8931,0.9938,0.6845,2.38,2.25,2.47,3.27,4.67,6.6,8.92,10.96,10.24,7.77,5.34,3.38,10.72,11.66,10.59,10.39,8.89,7.7,7.53,8.02,9.87,11.0,11.88,12.2
51.5,-177.5,1.3471,1.7182,2.5973,3.2638,3.2698,2.8258,2.2596,2.3218,2.7984,2.3731,1.5509,1.1669,0.7613,1.3726,2.4158,3.563,3.9521,4.0478,3.7994,3.2431,2.7151,1.8254,0.919,0.6,2.1,2.07,2.34,3.2,4.61,6.35,8.35,10.02,9.12,6.89,4.77,2.94,10.41,11.41,10.32,10.0,8.52,7.4,7.14,7.79,9.44,10.39,11.43,11.56
52.5,-177.5,1.2696,1.5941,2.5644,3.0953,2.9844,2.4367,2.0206,2.1401,2.5579,2.1929,1.4599,1.1138,0.7073,1.3126,2.3652,3.4831,3.9084,4.0106,3.7344,3.217,2.6506,1.7359,0.8558,0.5515,1.92,1.89,2.06,2.88,4.29,6.11,8.08,9.76,9.19,6.92,4.65,2.78,10.48,11.43,10.32,9.86,8.37,7.35,7.11,7.81,9.44,10.61,11.4,11.37
53.5,-177.5,1.1371,1.4909,2.3465,2.7775,2.4734,1.9582,1.7138,1.7064,2.25,2.0587,1.3231,1.0241,0.6199,1.2288,2.3014,3.4464,3.9223,3.9727,3.6749,3.1394,2.5603,1.6567,0.7745,0.4807,1.55,1.47,1.6,2.45,3.94,6.0,8.12,9.9,9.23,6.8,4.41,2.49,10.91,11.7,10.53,9.97,8.43,7.53,7.22,7.95,9.57,10.86,11.54,11.5
54.5,-177.5,1.0862,1.4462,2.2886,2.7182,2.4466,2.0455,1.6745,1.7035,2.233,1.9502,1.2367,0.9559,0.5578,1.1417,2.2193,3.3727,3.9418,4.0138,3.6965,3.0583,2.5169,1.5521,0.7066,0.4207,1.08,1.01,1.09,2.0,3.6,5.84,8.15,10.0,9.28,6.61,4.07,2.09,11.15,11.85,10.54,9.89,8.36,7.43,7.18,7.94,9.52,10.86,11.46,11.45
55.5,-177.5,1.0188,1.3783,2.1775,2.6971,2.4994,2.2906,1.8154,1.812,2.3023,1.8588,1.1722,0.8477,0.4934,1.0661,2.1271,3.3238,3.9218,4.0975,3.7282,3.0358,2.4725,1.4587,0.6401,0.3593,0.6,0.54,0.58,1.59,3.26,5.64,8.11,10.07,9.24,6.35,3.69,1.69,11.27,12.0,10.52,9.76,8.26,7.24,7.15,7.88,9.41,10.78,11.3,11.44
56.5,-177.5,0.9478,1.3205,2.0606,2.646,2.537,2.657,2.0578,1.8422,2.2742,1.7434,1.0975,0.7632,0.4303,0.9823,2.0189,3.2386,3.865,4.1489,3.75,3.0266,2.4238,1.3618,0.5686,0.3067,0.1,0.02,0.08,1.22,3.07,5.65,8.25,10.13,9.15,6.07,3.31,1.29,11.31,12.06,10.48,9.58,8.1,7.04,7.0,7.79,9.21,10.55,11.08,11.43
57.5,-177.5,0.9067,1.2811,2.076,2.6362,2.5238,2.8997,2.0659,1.968,2.3035,1.7035,1.0202,0.6281,0.3708,0.8983,1.9558,3.156,3.8434,4.2228,3.7848,3.0377,2.3666,1.2797,0.493,0.247,-0.41,-0.55,-0.5,0.81,2.85,5.64,8.25,10.03,8.99,5.76,2.93,0.85,11.39,12.09,10.48,9.46,7.89,6.79,6.85,7.7,8.95,10.47,10.87,11.47
58.5,-177.5,0.8515,1.1894,2.3292,2.707,2.6734,3.1229,2.238,2.0419,2.2351,1.585,0.9408,0.4824,0.3187,0.8086,1.9666,3.1135,3.8906,4.3034,3.8225,3.0156,2.303,1.1803,0.4238,0.1982,-1.06,-1.37,-1.46,0.03,2.41,5.39,8.04,9.9,8.8,5.4,2.5,0.33,11.51,12.26,10.37,9.37,7.6,6.56,6.82,7.65,8.73,10.47,10.81,11.49
59.5,-177.5,0.7195,1.1983,2.6966,2.977,2.9321,3.2198,2.2798,2.1197,2.2183,1.4988,0.8705,0.3607,0.281,0.7978,2.1199,3.311,4.0375,4.3824,3.8611,3.0569,2.2447,1.087,0.3694,0.1589,-2.26,-3.19,-3.32,-1.52,1.52,4.92,7.86,9.72,8.48,4.92,1.82,-0.58,11.6,12.27,10.12,9.14,7.28,6.44,6.83,7.57,8.48,10.39,10.76,11.62
40.5,-172.5,1.7738,2.2714,2.099,2.2781,1.9109,1.6164,2.2946,3.4008,2.585,2.2106,1.8137,1.6061,1.6426,2.4252,3.2213,4.0706,4.5274,4.5526,4.8838,4.9313,3.697,2.6671,1.7662,1.4021,9.25,9.01,9.15,9.71,10.8,13.25,17.51,20.41,18.65,15.37,12.97,10.73,12.81,12.29,11.15,10.16,8.61,7.81,7.5,7.27,8.33,9.8,10.95,12.8
41.5,-172.5,1.6702,2.2651,2.173,2.2524,1.9097,1.4657,1.866,2.8687,2.311,2.165,1.7916,1.6116,1.5545,2.3482,3.1555,4.0291,4.4134,4.4086,4.6502,4.619,3.533,2.5634,1.6951,1.3418,8.27,8.02,8.16,8.66,9.72,12.05,16.31,19.2,17.51,14.25,11.86,9.64,12.59,12.22,11.24,10.37,8.78,7.86,7.63,7.51,8.47,10.07,11.13,12.79
42.5,-172.5,1.686,2.2032,2.1934,2.274,1.848,1.3421,1.4242,2.2762,2.159,2.0978,1.715,1.6246,1.4988,2.243,3.0898,3.959,4.3574,4.3313,4.3622,4.2854,3.3881,2.4802,1.6267,1.2653,7.31,7.12,7.26,7.68,8.68,10.83,14.92,17.86,16.27,13.16,10.8,8.6,12.38,12.24,11.33,10.57,8.95,7.98,7.76,7.75,8.6,10.28,11.34,12.79
43.5,-172.5,1.6666,2.1077,2.1588,2.2553,1.8542,1.3013,1.1498,1.8542,2.0914,2.105,1.721,1.585,1.4338,2.137,3.0238,3.8969,4.3442,4.2722,4.1585,4.038,3.2731,2.4067,1.536,1.1981,6.44,6.23,6.33,6.73,7.74,9.8,13.67,16.52,15.12,12.19,9.85,7.64,12.12,12.23,11.34,10.75,9.09,8.07,7.8,7.92,8.74,10.5,11.51,12.79
44.5,-172.5,1.5866,2.0784,2.13,2.2584,1.8269,1.2514,0.9809,1.547,2.1187,2.1113,1.6541,1.5043,1.3346,2.0609,2.952,3.8465,4.2792,4.1906,3.9996,3.8105,3.1985,2.3314,1.4657,1.1122,5.62,5.41,5.51,5.94,6.99,9.01,12.66,15.34,14.14,11.34,8.95,6.8,11.99,12.24,11.3,10.95,9.23,8.11,7.91,7.99,8.97,10.74,11.71,12.84
45.5,-172.5,1.584,2.0232,2.1984,2.3714,1.854,1.2403,1.001,1.3826,2.2382,2.2661,1.6589,1.4542,1.2634,1.9726,2.8831,3.7882,4.2101,4.0445,3.9355,3.5911,3.161,2.2699,1.3771,1.0349,4.8,4.65,4.72,5.2,6.31,8.27,11.71,14.21,13.21,10.47,8.06,5.93,11.84,12.15,11.25,11.05,9.28,8.15,8.01,8.08,9.19,10.94,11.85,12.8
46.5,-172.5,1.5065,2.0402,2.2586,2.4967,1.8511,1.1038,0.8863,1.3198,2.292,2.3251,1.6282,1.3927,1.1777,1.9104,2.8404,3.8386,4.1822,3.9991,3.8767,3.493,3.115,2.2157,1.3049,0.9646,4.09,3.96,4.03,4.55,5.7,7.62,10.84,13.27,12.41,9.81,7.33,5.22,11.62,11.97,11.17,11.07,9.29,8.13,8.04,8.08,9.45,11.2,11.94,12.79
47.5,-172.5,1.4568,2.0436,2.2438,2.5649,1.9464,1.0685,0.8004,1.2766,2.2202,2.2781,1.603,1.3337,1.0966,1.8238,2.7955,3.882,4.2065,3.9979,3.7992,3.4135,3.0396,2.1353,1.2307,0.8966,3.6,3.47,3.53,4.1,5.29,7.23,10.19,12.56,11.79,9.25,6.76,4.69,11.4,11.86,11.06,10.98,9.27,8.06,8.06,8.12,9.69,11.34,11.99,12.69
48.5,-172.5,1.4136,1.9399,2.3198,2.6222,1.9889,1.075,0.7872,1.212,2.1542,2.1962,1.5487,1.2756,1.0104,1.7311,2.7578,3.8542,4.1774,4.0291,3.7495,3.336,2.9657,2.0537,1.1431,0.8237,3.19,3.05,3.1,3.75,4.96,6.96,9.72,12.0,11.25,8.76,6.26,4.26,11.26,11.81,10.89,10.84,9.22,8.03,8.04,8.26,9.85,11.39,11.99,12.57
49.5,-172.5,1.3522,1.8084,2.2937,2.6772,2.0069,1.2415,0.8539,1.2206,2.0954,2.1038,1.4746,1.1952,0.923,1.6205,2.6688,3.8294,4.1208,4.0426,3.6732,3.2717,2.8565,1.9634,1.0589,0.7426,2.93,2.8,2.85,3.57,4.81,6.9,9.43,11.5,10.81,8.4,5.94,3.98,11.12,11.76,10.75,10.71,9.1,7.97,7.97,8.33,9.98,11.36,11.94,12.31
50.5,-172.5,1.2689,1.7582,2.2922,2.6904,2.1086,1.3058,0.8628,1.313,2.1067,2.0095,1.4599,1.1318,0.8381,1.5362,2.6059,3.7644,4.1297,4.0342,3.6302,3.2558,2.7734,1.8638,0.991,0.6725,2.71,2.62,2.64,3.43,4.77,6.89,9.38,11.22,10.51,8.07,5.67,3.79,10.94,11.63,10.53,10.5,8.9,7.81,7.77,8.3,9.95,11.18,11.83,11.99
51.5,-172.5,1.2245,1.7026,2.3143,2.7624,2.1998,1.4532,1.1357,1.4794,2.3554,2.1746,1.4911,1.1515,0.7579,1.4237,2.509,3.6713,4.1134,4.0601,3.6475,3.2316,2.7854,1.8286,0.9274,0.6065,2.57,2.56,2.55,3.38,4.77,6.89,9.21,10.86,10.02,7.58,5.33,3.6,10.82,11.46,10.44,10.29,8.65,7.59,7.46,8.18,9.84,10.9,11.67,11.62
52.5,-172.5,1.1674,1.5936,2.2068,2.5884,2.0602,1.4578,1.2698,1.573,2.1862,1.9757,1.4088,1.11,0.6684,1.2768,2.3386,3.4601,3.8652,3.955,3.6761,3.1817,2.6004,1.639,0.8393,0.5376,2.15,2.24,2.18,3.06,4.33,6.26,8.32,9.84,9.11,6.84,4.67,3.07,10.71,11.29,10.26,10.04,8.3,7.36,7.23,7.97,9.54,10.63,11.36,11.16
53.5,-172.5,1.1129,1.4503,2.2255,2.5325,1.987,1.2514,0.9598,1.3723,2.0458,1.9015,1.3339,1.0226,0.6262,1.247,2.3702,3.5232,3.991,3.9209,3.5131,3.1481,2.5666,1.6265,0.7886,0.4855,1.89,1.92,1.78,2.72,4.2,6.38,8.44,10.03,9.31,6.88,4.56,2.86,11.0,11.35,10.4,10.12,8.37,7.43,7.23,7.99,9.68,10.91,11.58,11.21
54.5,-172.5,1.092,1.4004,2.2632,2.827,2.5798,2.124,1.6577,1.7926,2.1509,1.9603,1.2946,0.9686,0.5628,1.1539,2.2512,3.4174,4.0721,3.9876,3.6202,3.1202,2.4763,1.5602,0.7174,0.4258,1.42,1.47,1.27,2.32,4.0,6.36,8.53,10.16,9.3,6.68,4.25,2.51,11.13,11.38,10.42,10.13,8.33,7.33,7.17,7.91,9.62,10.89,11.58,11.22
55.5,-172.5,1.0262,1.3915,2.2066,2.7499,2.6976,2.3664,1.7184,1.824,2.1761,1.8674,1.2024,0.8539,0.4946,1.08,2.1619,3.3002,4.032,4.11,3.6758,3.0782,2.4154,1.4671,0.635,0.3559,0.94,1.0,0.72,1.91,3.76,6.29,8.54,10.14,9.2,6.41,3.95,2.13,11.14,11.34,10.35,10.0,8.24,7.16,7.01,7.82,9.5,10.71,11.53,11.2
56.5,-172.5,0.971,1.3404,2.2673,2.694,2.7257,2.6844,1.9788,1.95,2.2322,1.824,1.086,0.751,0.4322,0.9893,2.0926,3.24,4.0003,4.2046,3.7558,3.0862,2.4074,1.3882,0.5582,0.2998,0.32,0.36,-0.06,1.3,3.36,6.09,8.43,10.03,8.95,6.08,3.55,1.67,11.16,11.4,10.23,9.74,8.06,6.92,6.89,7.73,9.28,10.47,11.32,11.15
57.5,-172.5,0.948,1.3162,2.5066,2.8169,2.8334,2.9938,2.1888,1.9438,2.1857,1.7314,1.0171,0.6466,0.3847,0.9314,2.1518,3.2614,4.0421,4.3675,3.8088,3.0684,2.3294,1.295,0.4944,0.2489,-0.74,-1.14,-1.76,0.01,2.54,5.59,8.28,9.92,8.72,5.67,2.99,0.95,11.1,11.31,10.03,9.35,7.75,6.71,6.76,7.64,9.06,10.25,11.15,11.06
58.5,-172.5,0.9091,1.3097,2.8234,3.0206,2.9962,3.127,2.1912,1.9685,2.063,1.6054,0.9506,0.529,0.3458,0.9353,2.3014,3.4325,4.1345,4.4362,3.8695,3.0422,2.233,1.1858,0.4313,0.203,-2.16,-3.26,-3.83,-1.75,1.46,4.97,8.06,9.82,8.58,5.29,2.36,0.15,11.06,11.29,9.84,9.13,7.55,6.56,6.7,7.57,8.96,10.08,11.2,10.99
59.5,-172.5,0.931,1.5708,3.1615,3.2539,3.1344,3.2998,2.2709,2.0904,2.1019,1.5542,0.9113,0.403,0.3305,1.0066,2.4487,3.6967,4.373,4.517,3.9312,3.048,2.1871,1.1126,0.3833,0.1642,-4.13,-5.49,-5.97,-3.24,0.39,4.25,7.7,9.49,8.18,4.65,1.47,-1.0,10.96,11.25,9.68,8.89,7.37,6.44,6.7,7.54,8.85,9.9,11.02,11.03
40.5,-167.5,1.7678,2.1485,2.2754,2.3638,2.0309,1.5252,2.4948,3.6456,2.6366,2.2601,1.7052,1.5739,1.6726,2.3974,3.281,4.1909,4.5288,4.5432,4.9786,4.992,3.727,2.6592,1.734,1.3778,9.52,9.2,9.12,9.72,10.74,13.16,17.55,20.23,18.84,15.51,12.94,10.77,12.61,11.59,10.89,10.05,8.85,7.76,7.18,6.91,8.38,9.68,10.93,12.54
41.5,-167.5,1.711,2.1871,2.2394,2.3918,1.9536,1.4172,2.0081,2.9842,2.3623,2.2478,1.7426,1.5756,1.5838,2.316,3.1829,4.1316,4.4525,4.4345,4.7225,4.6766,3.5386,2.5829,1.6658,1.3258,8.52,8.28,8.22,8.8,9.76,12.1,16.37,19.11,17.69,14.41,11.87,9.75,12.34,11.61,11.01,10.26,8.93,7.81,7.56,7.24,8.58,9.99,11.13,12.61
42.5,-167.5,1.6627,2.1888,2.2394,2.4461,1.9973,1.3526,1.566,2.4161,2.2054,2.1768,1.6562,1.5367,1.4957,2.2591,3.1063,4.0932,4.4496,4.405,4.4803,4.4038,3.4195,2.4977,1.5974,1.271,7.62,7.39,7.33,7.9,8.85,11.0,15.19,17.83,16.52,13.38,10.85,8.8,12.18,11.64,11.06,10.43,9.0,7.94,7.82,7.58,8.73,10.29,11.27,12.63
43.5,-167.5,1.644,2.0906,2.1401,2.459,1.8674,1.2845,1.3442,1.8922,2.1194,2.0981,1.6762,1.5216,1.422,2.1751,3.0269,4.0222,4.333,4.2958,4.3346,4.0817,3.3086,2.4053,1.5312,1.1978,6.83,6.65,6.57,7.12,8.09,10.19,14.06,16.66,15.47,12.48,9.96,7.94,12.1,11.74,11.09,10.57,9.09,8.1,7.9,7.81,8.88,10.57,11.38,12.59
44.5,-167.5,1.5998,2.0705,2.1427,2.4559,1.8216,1.1719,1.1018,1.4962,2.141,2.0678,1.5866,1.4822,1.3459,2.0909,2.9815,3.9684,4.2953,4.2355,4.1532,3.8316,3.2203,2.3234,1.4474,1.1222,6.07,5.92,5.83,6.35,7.38,9.38,12.99,15.49,14.43,11.57,9.07,7.11,11.97,11.83,11.08,10.69,9.11,8.23,7.95,8.02,9.03,10.82,11.49,12.58
45.5,-167.5,1.5869,2.0976,2.22,2.5303,2.0167,1.2067,1.0577,1.3579,2.1578,2.1542,1.6728,1.4258,1.266,2.0177,2.9489,3.9497,4.3001,4.171,4.0092,3.617,3.1123,2.2603,1.3637,1.0354,5.34,5.18,5.08,5.62,6.68,8.64,12.0,14.42,13.54,10.78,8.32,6.37,11.86,11.88,11.05,10.87,9.13,8.26,7.96,8.15,9.24,11.08,11.69,12.61
46.5,-167.5,1.5367,1.9963,2.2934,2.5558,2.0033,1.1954,0.8868,1.2528,2.1667,2.1449,1.6142,1.3486,1.1854,1.9298,2.9054,3.9286,4.2727,4.1566,3.8916,3.5057,3.0593,2.1878,1.2955,0.9576,4.71,4.55,4.46,5.01,6.08,8.07,11.2,13.55,12.74,10.13,7.65,5.73,11.76,11.88,11.01,10.95,9.11,8.23,8.06,8.14,9.5,11.25,11.89,12.57
47.5,-167.5,1.4866,1.9121,2.3066,2.5534,1.9534,1.2595,0.8278,1.188,2.1288,2.1317,1.5586,1.284,1.0944,1.8161,2.8387,3.889,4.2514,4.1364,3.8038,3.4291,2.9911,2.135,1.225,0.8803,4.17,4.0,3.92,4.49,5.64,7.62,10.56,12.8,12.09,9.55,7.07,5.19,11.64,11.87,10.98,10.97,9.13,8.22,8.15,8.21,9.79,11.41,12.09,12.52
48.5,-167.5,1.3903,1.8468,2.3239,2.5426,1.9807,1.3114,0.8081,1.1556,2.0813,2.1048,1.4926,1.2288,0.9943,1.71,2.777,3.8446,4.2312,4.0906,3.7582,3.3595,2.933,2.0532,1.1424,0.8045,3.71,3.58,3.47,4.09,5.35,7.34,10.14,12.25,11.52,9.07,6.59,4.77,11.53,11.82,10.94,10.93,9.11,8.21,8.15,8.33,9.97,11.51,12.13,12.43
49.5,-167.5,1.3284,1.8031,2.3148,2.587,2.0988,1.3306,0.8155,1.1791,2.0066,2.1096,1.4654,1.1734,0.9146,1.6318,2.705,3.81,4.2396,4.0735,3.7202,3.3221,2.831,1.9812,1.0759,0.732,3.34,3.24,3.1,3.78,5.08,7.19,9.79,11.72,11.07,8.64,6.2,4.39,11.49,11.74,10.88,10.82,9.06,8.13,8.12,8.37,10.13,11.54,12.14,12.25
50.5,-167.5,1.2511,1.7333,2.346,2.6887,2.1437,1.3699,0.8638,1.2343,1.9363,2.0453,1.4515,1.1026,0.8352,1.5478,2.6402,3.7951,4.2358,4.0824,3.6691,3.3026,2.7466,1.878,1.0022,0.659,3.05,2.95,2.78,3.53,4.92,7.08,9.61,11.48,10.76,8.3,5.88,4.09,11.44,11.53,10.77,10.71,8.87,8.05,7.96,8.37,10.23,11.53,12.07,12.08
51.5,-167.5,1.1969,1.7136,2.453,2.7742,2.2627,1.4914,1.0471,1.375,1.9262,1.9726,1.3711,1.0337,0.7625,1.488,2.6014,3.7632,4.2497,4.1261,3.6967,3.2614,2.6866,1.7935,0.9223,0.5868,2.79,2.74,2.51,3.36,4.89,7.11,9.64,11.42,10.53,8.01,5.6,3.85,11.3,11.27,10.6,10.57,8.62,7.87,7.8,8.27,10.15,11.41,11.9,11.81
52.5,-167.5,1.2113,1.7042,2.7118,2.887,2.6705,1.9754,1.5158,1.8302,2.2762,2.113,1.4244,1.0058,0.7044,1.3958,2.5843,3.7459,4.4054,4.3337,3.8304,3.3859,2.7511,1.7657,0.8698,0.529,2.59,2.62,2.35,3.31,4.99,7.31,9.78,11.37,10.23,7.72,5.34,3.65,11.01,10.99,10.28,10.31,8.24,7.49,7.46,7.95,9.85,11.12,11.59,11.38
53.5,-167.5,1.1998,1.595,2.8075,2.8798,2.8922,2.664,2.2272,2.3957,2.3664,2.0604,1.4232,0.9694,0.6106,1.1969,2.369,3.4937,4.235,4.4887,4.002,3.4205,2.5702,1.602,0.763,0.4442,1.08,1.38,1.09,2.46,4.44,6.94,9.18,10.2,8.7,6.17,3.73,2.09,10.12,10.21,9.46,9.55,7.54,6.66,6.65,7.22,8.94,10.11,10.69,10.43
54.5,-167.5,1.0666,1.4983,2.4586,2.4852,2.4715,1.8655,1.5331,1.638,2.0398,1.8324,1.23,0.8818,0.5566,1.2031,2.3479,3.4178,4.1664,4.2456,3.8174,3.1574,2.496,1.5432,0.7037,0.4154,1.85,2.03,1.47,2.71,4.49,6.85,8.84,9.97,8.98,6.69,4.41,2.88,10.54,10.56,9.73,9.62,7.62,6.7,6.85,7.6,9.27,10.45,11.06,10.7
55.5,-167.5,0.9698,1.3488,2.4682,2.4242,2.5894,1.998,1.4638,1.4904,1.8578,1.7381,1.1148,0.8191,0.4949,1.1162,2.3474,3.419,4.3006,4.3178,3.7656,3.1104,2.4113,1.4467,0.6242,0.3528,1.21,1.34,0.53,1.99,4.0,6.76,8.99,10.27,9.17,6.58,4.13,2.47,10.69,10.65,9.74,9.56,7.72,6.74,6.68,7.54,9.36,10.43,11.15,10.72
56.5,-167.5,1.019,1.4239,2.8094,2.9386,3.3674,3.145,2.1634,1.9733,2.0191,1.776,1.0966,0.7781,0.4577,1.0543,2.3352,3.4649,4.4021,4.5492,3.8657,3.1562,2.3383,1.3714,0.5683,0.3048,0.17,0.18,-0.96,0.83,3.16,6.32,8.96,10.42,9.14,6.2,3.54,1.79,10.76,10.7,9.65,9.42,7.74,6.71,6.56,7.51,9.31,10.31,11.12,10.75
57.5,-167.5,1.1297,1.6452,3.1404,3.3074,3.5172,3.4243,2.5082,2.1962,2.1511,1.8667,1.0975,0.7145,0.4397,1.0788,2.5382,3.6737,4.4568,4.7006,3.9665,3.1946,2.3453,1.3459,0.528,0.2604,-1.82,-2.24,-3.39,-0.92,1.95,5.41,8.56,10.1,8.65,5.35,2.5,0.52,10.66,10.6,9.48,9.24,7.7,6.66,6.52,7.53,9.06,10.12,11.01,10.61
58.5,-167.5,1.1004,1.7549,3.3425,3.4747,3.7649,3.773,2.7895,2.4713,2.1132,1.7098,1.0493,0.6026,0.4198,1.1297,2.645,3.7958,4.5734,4.853,4.1302,3.3065,2.2882,1.2098,0.4651,0.2167,-4.25,-4.59,-5.37,-2.16,1.11,4.43,7.82,9.55,8.45,5.33,2.04,-0.75,10.66,10.59,9.45,9.11,7.64,6.65,6.61,7.49,8.96,10.11,11.02,10.62
59.5,-167.5,1.2108,1.897,3.5402,3.6065,4.0723,4.189,3.1104,2.6815,2.1437,1.633,1.0214,0.5508,0.3826,1.0361,2.5632,3.6907,4.5698,4.9385,4.2223,3.3329,2.1898,1.1208,0.4162,0.1822,-6.88,-6.36,-6.77,-2.95,0.89,4.36,7.62,9.43,8.63,5.28,1.12,-2.76,10.54,10.63,9.42,8.92,7.48,6.6,6.61,7.41,8.91,10.03,10.92,10.54
40.5,-162.5,1.7686,2.1494,2.1521,2.3719,2.1446,1.5182,2.8466,3.7361,2.9383,2.3453,1.7827,1.4436,1.6442,2.3964,3.2618,4.1578,4.6106,4.5554,5.2234,5.0976,3.8568,2.7007,1.7873,1.3519,9.87,9.48,9.26,9.86,10.84,13.33,17.63,20.17,19.16,15.77,13.01,11.05,12.5,11.32,10.84,9.92,8.85,7.88,6.67,6.82,8.33,9.76,10.95,12.41
