lat,lon,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
12.5,-133.5,3.9996,3.8798,4.255,3.6199,4.0366,4.5137,4.4268,3.7762,4.2931,4.0973,3.329,3.4987
13.5,-133.5,4.0476,3.7879,4.2211,3.5364,4.0027,4.4878,4.7052,4.1575,4.6649,4.4285,3.4894,3.4459
14.5,-133.5,3.9883,3.6958,3.8047,3.3403,3.7495,4.3788,4.7606,4.4052,4.8962,4.5984,3.5801,3.3898
15.5,-133.5,4.0025,3.6182,3.6391,3.2851,3.5918,4.3097,4.6781,4.6231,4.9627,4.6493,3.7056,3.3533
16.5,-133.5,3.8033,3.486,3.6017,3.1754,3.5503,3.9926,4.3234,4.4921,4.9906,4.6632,3.6434,3.3146
17.5,-133.5,3.6458,3.3617,3.414,3.1939,3.5602,3.7886,3.8482,4.1333,4.8794,4.5638,3.635,3.2762
18.5,-133.5,3.5398,3.2218,3.3451,3.1992,3.4495,3.6101,3.4534,3.8218,4.5979,4.3327,3.5974,3.1913
19.5,-133.5,3.4313,3.1836,3.2952,3.2654,3.4793,3.3946,3.1229,3.4466,4.3798,4.2396,3.6242,3.1968
20.5,-133.5,3.3922,3.2587,3.4483,3.4373,3.5002,3.1303,2.844,3.145,4.3116,4.2826,3.6665,3.0732
21.5,-133.5,3.3986,3.4178,3.4954,3.611,3.6655,2.9573,2.8375,3.0137,3.989,4.1182,3.6041,3.1241
22.5,-133.5,3.3583,3.3994,3.5501,3.7493,3.8143,2.9791,2.7427,3.1507,3.9353,4.0553,3.6538,3.0972
23.5,-133.5,3.3559,3.5119,3.5837,3.7286,3.9636,2.8843,2.682,3.1174,3.9775,3.907,3.6245,3.1625
24.5,-133.5,3.3254,3.4142,3.6962,3.8916,3.9523,2.8838,2.6244,3.1282,3.8822,3.8431,3.7085,3.1258
25.5,-133.5,3.3084,3.3233,3.8683,3.9091,4.0366,2.9076,2.6909,3.3523,4.0219,3.923,3.6979,3.1771
26.5,-133.5,3.3048,3.1882,3.9365,3.9883,4.1566,3.0067,2.7511,3.6053,3.9806,3.881,3.6223,3.121
27.5,-133.5,3.2998,3.2455,4.0183,3.9389,4.1863,3.1082,2.9023,3.7788,4.027,3.8762,3.5345,3.0818
28.5,-133.5,3.2486,3.3173,4.0632,3.99,4.2305,3.2609,2.9822,4.0109,4.1021,3.8998,3.4272,3.0276
29.5,-133.5,3.0427,3.2544,4.0157,3.9036,4.2667,3.3823,3.0535,4.1354,4.1431,3.8916,3.3883,2.916
30.5,-133.5,3.0022,3.2016,3.9271,3.8162,4.2586,3.5234,3.0622,4.0754,4.2614,3.9326,3.2494,2.8094
31.5,-133.5,2.9815,3.1846,3.8479,3.8573,4.2187,3.6365,3.174,4.0814,4.3546,3.972,3.1255,2.7199
32.5,-133.5,2.8843,3.1843,3.6802,3.697,3.9552,3.7042,3.1896,4.0966,4.2494,3.881,2.9767,2.6434
33.5,-133.5,2.7545,3.0485,3.588,3.6518,3.8506,3.7294,3.3173,4.139,4.1866,3.793,2.8985,2.49
34.5,-133.5,2.5404,2.8942,3.4279,3.7058,3.7637,3.655,3.311,4.1083,4.1429,3.7164,2.8351,2.2961
35.5,-133.5,2.3246,2.8306,3.3029,3.6662,3.7879,3.6986,3.3377,4.1371,4.2192,3.6888,2.7014,2.2073
36.5,-133.5,2.154,2.6954,3.0974,3.5054,3.7267,3.725,3.2796,4.0049,4.2456,3.5686,2.585,2.0086
37.5,-133.5,1.9692,2.587,2.8764,3.3737,3.6374,3.5386,3.3103,3.9816,4.2533,3.3854,2.4451,1.9817
38.5,-133.5,1.8418,2.5018,2.7686,3.2508,3.4906,3.5383,3.1666,3.8484,4.0548,3.2302,2.3258,1.8686
39.5,-133.5,1.7988,2.3746,2.7223,3.1498,3.3823,3.4337,3.1435,3.6977,4.0243,3.2141,2.1984,1.7494
40.5,-133.5,1.7088,2.2507,2.6642,3.0449,3.0926,3.1447,3.0086,3.5868,3.7702,3.1368,1.9978,1.6454
41.5,-133.5,1.5938,2.1809,2.5783,3.0034,2.9743,2.9794,2.7912,3.529,3.5762,2.9995,1.9142,1.6176
42.5,-133.5,1.4798,2.1883,2.5049,2.9107,2.8373,2.8272,2.6736,3.3802,3.3823,2.8298,1.8595,1.5607
43.5,-133.5,1.3711,2.1146,2.5229,2.8277,2.8003,2.8032,2.4389,3.2402,3.2426,2.646,1.7854,1.4938
44.5,-133.5,1.3015,1.9678,2.5116,2.8829,2.7588,2.7305,2.2555,3.0814,3.1462,2.4876,1.6764,1.4129
45.5,-133.5,1.296,1.9279,2.5224,3.0574,2.8176,2.814,2.2788,3.0665,3.2234,2.4946,1.6387,1.3982
46.5,-133.5,1.2238,1.8084,2.4607,3.1673,2.7254,2.6962,2.1499,2.8982,3.0799,2.3748,1.5446,1.3656
47.5,-133.5,1.1794,1.8504,2.4972,3.2335,2.8337,2.6938,2.0734,2.7926,2.9947,2.2769,1.4933,1.2578
48.5,-133.5,1.1611,1.895,2.5567,3.241,2.8358,2.6767,2.0102,2.6966,2.9292,2.2015,1.4904,1.1954
49.5,-133.5,1.1333,1.8535,2.5522,3.1942,2.873,2.6479,1.9505,2.5618,2.8766,2.1514,1.4088,1.1618
50.5,-133.5,1.103,1.8338,2.5634,3.1946,2.8805,2.6225,2.01,2.4149,2.8886,2.1199,1.3817,1.0759
51.5,-133.5,1.0342,1.8581,2.5639,3.2162,2.9563,2.7667,2.0887,2.383,3.0067,2.1341,1.3699,1.031
52.5,-133.5,1.0205,1.9738,2.6287,3.2695,3.2299,3.0382,2.4238,2.6554,2.9815,2.0441,1.2974,0.9883
53.5,-133.5,0.9454,2.0184,2.5277,3.1627,3.2378,3.1085,2.7578,2.8406,2.7043,1.9039,1.2118,0.9185
54.5,-133.5,0.8988,1.9838,2.5001,3.3331,3.5011,3.4829,2.903,3.0662,2.6988,1.8761,1.1914,0.852
55.5,-133.5,1.1191,2.237,2.6856,3.4272,3.8095,3.457,3.0698,3.228,2.6909,1.9654,1.2874,0.9797
56.5,-133.5,1.0618,2.1425,2.664,3.378,3.8249,3.3154,2.8776,3.0744,2.477,1.8274,1.171,0.8856
57.5,-133.5,1.1381,2.2865,3.1663,4.2077,4.8415,4.2365,3.9166,3.7606,2.735,1.913,1.2437,0.9254
58.5,-133.5,1.1882,2.3993,3.3362,4.2866,4.6577,4.1431,3.6509,3.4438,2.6933,1.9327,1.2991,0.8628
59.5,-133.5,1.2881,2.713,3.9511,4.5701,5.1024,4.6145,4.175,3.677,2.9573,2.1245,1.3685,0.845
10.5,-132.5,3.7202,3.755,4.1537,3.4207,3.7668,4.1215,3.7421,2.9554,3.3799,3.2554,3.053,3.1078
11.5,-132.5,3.8822,3.821,4.1671,3.4476,3.8304,4.207,4.1002,3.257,3.8834,3.6684,3.2496,3.2933
12.5,-132.5,3.9026,3.7426,4.2602,3.5369,3.9031,4.3675,4.4203,3.7306,4.3085,4.0438,3.4085,3.3826
13.5,-132.5,3.979,3.7356,4.2185,3.5479,3.907,4.4635,4.5979,4.1822,4.7081,4.375,3.535,3.4078
14.5,-132.5,3.941,3.6101,3.815,3.2124,3.6262,4.3951,4.6668,4.3973,4.9097,4.6397,3.5426,3.2724
15.5,-132.5,3.8796,3.5854,3.5434,3.1234,3.5333,4.2223,4.5168,4.5571,5.0743,4.7062,3.6466,3.2758
16.5,-132.5,3.7356,3.492,3.4922,3.0648,3.4445,3.8815,4.1774,4.471,5.0626,4.6565,3.5976,3.2426
17.5,-132.5,3.6185,3.3358,3.3557,3.0739,3.4176,3.6679,3.7534,4.1239,4.83,4.5103,3.5758,3.2282
18.5,-132.5,3.4783,3.1699,3.216,3.0283,3.3362,3.4471,3.3122,3.7145,4.4333,4.2583,3.439,3.1387
19.5,-132.5,3.2748,3.0991,3.1378,3.0869,3.3756,3.1536,3.042,3.4397,4.2065,4.0805,3.5419,3.1906
20.5,-132.5,3.2616,3.1332,3.3247,3.2863,3.4438,3.0286,2.7922,3.0353,4.205,4.0973,3.5381,2.9594
21.5,-132.5,3.258,3.2611,3.3588,3.4567,3.4694,2.8735,2.6659,2.7821,3.8182,3.9372,3.5292,2.9702
22.5,-132.5,3.222,3.2633,3.4356,3.6221,3.7248,2.801,2.6455,2.8174,3.6658,3.8746,3.5189,3.0029
23.5,-132.5,3.2023,3.4133,3.5407,3.6962,3.8626,2.7442,2.6148,2.8937,3.7699,3.731,3.6132,3.0679
24.5,-132.5,3.1942,3.4138,3.6103,3.7752,3.9221,2.7559,2.5526,3.0012,3.785,3.66,3.5897,3.1181
25.5,-132.5,3.2395,3.2806,3.8014,3.8498,3.955,2.7958,2.5951,3.2064,3.8786,3.7399,3.6077,3.1606
26.5,-132.5,3.2822,3.1265,3.893,3.9408,4.0858,2.8937,2.621,3.4138,3.8496,3.7282,3.5861,3.0943
27.5,-132.5,3.2714,3.223,4.0238,3.9211,4.1474,2.981,2.701,3.6468,3.8741,3.7932,3.5076,3.0504
28.5,-132.5,3.2606,3.2832,4.056,3.8354,4.1825,3.1174,2.748,3.8062,3.9139,3.7951,3.4478,2.988
29.5,-132.5,3.1272,3.1913,3.9922,3.8832,4.2139,3.343,2.8654,3.9358,3.9511,3.8407,3.3427,2.9004
30.5,-132.5,3.0163,3.2189,3.9221,3.834,4.2266,3.5119,2.9393,4.0032,4.0898,3.8527,3.1608,2.7787
31.5,-132.5,3.0192,3.2162,3.8825,3.7416,4.2499,3.5791,2.9659,3.8611,4.1976,3.883,3.0578,2.7298
32.5,-132.5,2.9309,3.2554,3.816,3.737,3.9926,3.6216,3.0557,3.93,4.1868,3.8491,2.9654,2.6602
33.5,-132.5,2.7888,3.1531,3.6929,3.6461,3.8734,3.6617,3.1483,4.0366,4.1441,3.7682,2.9006,2.5018
34.5,-132.5,2.5949,2.9554,3.4982,3.7099,3.8338,3.5916,3.217,4.0462,4.0008,3.7037,2.8579,2.3102
35.5,-132.5,2.3705,2.9261,3.3869,3.7349,3.8803,3.5971,3.2597,4.0342,4.1222,3.7056,2.7816,2.2217
36.5,-132.5,2.191,2.8159,3.1879,3.6254,3.738,3.6461,3.2129,3.9619,4.1597,3.6307,2.6491,2.0573
37.5,-132.5,1.9913,2.6606,3.0086,3.4462,3.7349,3.6449,3.211,3.9062,4.1479,3.545,2.4631,1.9999
38.5,-132.5,1.8432,2.4746,2.9081,3.3857,3.5911,3.5383,3.0838,3.7332,4.0512,3.3998,2.3702,1.8941
39.5,-132.5,1.8391,2.3832,2.8027,3.2633,3.4596,3.5386,3.0941,3.6811,3.9845,3.2635,2.2553,1.8058
40.5,-132.5,1.7604,2.3237,2.7173,3.1277,3.2467,3.3672,2.9813,3.5851,3.763,3.1397,2.0604,1.7561
41.5,-132.5,1.6526,2.2538,2.634,3.085,3.1378,3.2112,2.8478,3.5446,3.5892,2.9424,1.9666,1.6867
42.5,-132.5,1.5098,2.1924,2.598,3.0019,3.0137,3.0091,2.694,3.3886,3.4622,2.8123,1.9214,1.5564
43.5,-132.5,1.3867,2.1367,2.61,2.9119,2.9479,2.9066,2.5099,3.283,3.3482,2.6962,1.8168,1.487
44.5,-132.5,1.3169,2.0239,2.5913,2.9875,2.8358,2.8702,2.3606,3.1927,3.2794,2.557,1.7114,1.4381
45.5,-132.5,1.296,1.9279,2.5224,3.0574,2.8176,2.814,2.2788,3.0665,3.2234,2.4946,1.6387,1.3982
46.5,-132.5,1.2238,1.8084,2.4607,3.1673,2.7254,2.6962,2.1499,2.8982,3.0799,2.3748,1.5446,1.3656
47.5,-132.5,1.1794,1.8504,2.4972,3.2335,2.8337,2.6938,2.0734,2.7926,2.9947,2.2769,1.4933,1.2578
48.5,-132.5,1.1611,1.895,2.5567,3.241,2.8358,2.6767,2.0102,2.6966,2.9292,2.2015,1.4904,1.1954
49.5,-132.5,1.1333,1.8535,2.5522,3.1942,2.873,2.6479,1.9505,2.5618,2.8766,2.1514,1.4088,1.1618
50.5,-132.5,1.103,1.8338,2.5634,3.1946,2.8805,2.6225,2.01,2.4149,2.8886,2.1199,1.3817,1.0759
51.5,-132.5,1.0342,1.8581,2.5639,3.2162,2.9563,2.7667,2.0887,2.383,3.0067,2.1341,1.3699,1.031
52.5,-132.5,1.0205,1.9738,2.6287,3.2695,3.2299,3.0382,2.4238,2.6554,2.9815,2.0441,1.2974,0.9883
53.5,-132.5,0.9454,2.0184,2.5277,3.1627,3.2378,3.1085,2.7578,2.8406,2.7043,1.9039,1.2118,0.9185
54.5,-132.5,0.8988,1.9838,2.5001,3.3331,3.5011,3.4829,2.903,3.0662,2.6988,1.8761,1.1914,0.852
55.5,-132.5,1.1191,2.237,2.6856,3.4272,3.8095,3.457,3.0698,3.228,2.6909,1.9654,1.2874,0.9797
56.5,-132.5,1.0618,2.1425,2.664,3.378,3.8249,3.3154,2.8776,3.0744,2.477,1.8274,1.171,0.8856
57.5,-132.5,1.1381,2.2865,3.1663,4.2077,4.8415,4.2365,3.9166,3.7606,2.735,1.913,1.2437,0.9254
58.5,-132.5,1.1882,2.3993,3.3362,4.2866,4.6577,4.1431,3.6509,3.4438,2.6933,1.9327,1.2991,0.8628
59.5,-132.5,1.2881,2.713,3.9511,4.5701,5.1024,4.6145,4.175,3.677,2.9573,2.1245,1.3685,0.845
10.5,-131.5,3.6754,3.6907,4.1758,3.4205,3.7082,4.0514,3.7032,2.8517,3.3434,3.2635,2.9546,3.0679
11.5,-131.5,3.8422,3.7526,4.1822,3.414,3.81,4.1597,4.0262,3.1116,3.7313,3.6156,3.2383,3.2638
12.5,-131.5,3.8645,3.7022,4.1551,3.438,3.852,4.2936,4.2857,3.623,4.2922,4.0054,3.4754,3.3439
13.5,-131.5,3.9821,3.6998,4.163,3.4078,3.7874,4.3788,4.5014,4.1006,4.6486,4.374,3.5021,3.3305
14.5,-131.5,3.8686,3.5246,3.8652,3.1354,3.6199,4.3656,4.6529,4.3738,4.8926,4.6039,3.5275,3.217
15.5,-131.5,3.7025,3.4654,3.5592,3.0365,3.4829,4.1138,4.507,4.4736,5.0345,4.7112,3.5902,3.2186
16.5,-131.5,3.6446,3.396,3.4522,2.9844,3.4044,3.8249,4.1098,4.3702,4.9836,4.6298,3.5844,3.2014
17.5,-131.5,3.6252,3.343,3.3766,2.8846,3.2292,3.5158,3.6653,3.9924,4.662,4.47,3.4678,3.139
18.5,-131.5,3.4094,3.1373,3.1596,2.9218,3.2069,3.2585,3.1596,3.5112,4.3385,4.1645,3.3953,3.0835
19.5,-131.5,3.1541,3.0175,3.0874,2.9772,3.2021,2.9592,2.9842,3.2424,4.116,3.955,3.4423,3.1013
20.5,-131.5,3.1303,3.0881,3.264,3.1762,3.2803,2.8642,2.7588,2.9256,4.0066,4.0162,3.4829,2.8745
21.5,-131.5,3.1546,3.1711,3.2321,3.3828,3.4375,2.7542,2.5366,2.6789,3.6977,3.8798,3.4102,2.8922
22.5,-131.5,3.2016,3.263,3.3528,3.5705,3.5938,2.7185,2.4398,2.5685,3.4817,3.7378,3.3737,2.9114
23.5,-131.5,3.2146,3.3629,3.5448,3.6029,3.8364,2.6585,2.5548,2.6201,3.5038,3.5923,3.5446,3.055
24.5,-131.5,3.1322,3.415,3.6562,3.6379,3.8616,2.6482,2.4478,2.7737,3.617,3.5071,3.5378,3.1675
25.5,-131.5,3.169,3.3024,3.7591,3.7997,3.9492,2.7374,2.448,2.9719,3.7397,3.5465,3.5126,3.138
26.5,-131.5,3.2323,3.2237,3.8158,3.853,4.043,2.8183,2.5037,3.2069,3.7798,3.6218,3.5026,3.0473
27.5,-131.5,3.3007,3.234,4.0061,3.8134,4.103,2.881,2.5361,3.4126,3.7927,3.6677,3.4469,3.0504
28.5,-131.5,3.2446,3.2263,4.0354,3.8174,4.135,3.0823,2.5882,3.5532,3.7793,3.6614,3.4135,3.0372
29.5,-131.5,3.2258,3.2395,3.9672,3.8503,4.2034,3.2861,2.6796,3.6967,3.8362,3.8081,3.3917,3.0322
30.5,-131.5,3.0886,3.2678,3.9442,3.8371,4.2262,3.5083,2.7475,3.7613,3.9362,3.8179,3.2177,2.8601
31.5,-131.5,3.0744,3.2566,3.935,3.745,4.183,3.5818,2.7828,3.7188,4.0337,3.8206,3.0768,2.7499
32.5,-131.5,2.9674,3.3096,3.8633,3.7896,4.0565,3.6362,2.9134,3.7634,4.0099,3.7987,2.9801,2.7005
33.5,-131.5,2.8037,3.2357,3.7661,3.805,3.9386,3.7289,2.9602,3.8414,4.0097,3.8371,2.9206,2.6311
34.5,-131.5,2.5879,3.1006,3.6382,3.78,3.9221,3.6847,3.0698,3.8455,4.0013,3.7913,2.9261,2.3801
35.5,-131.5,2.4578,3.0317,3.5726,3.7536,3.8878,3.6485,3.1291,3.8671,4.0505,3.7694,2.8658,2.243
36.5,-131.5,2.2747,2.9045,3.4082,3.749,3.8664,3.6329,3.1798,3.8158,4.0502,3.726,2.705,2.064
37.5,-131.5,2.1254,2.7775,3.2208,3.6269,3.8338,3.6742,3.1884,3.7702,4.0805,3.6622,2.561,2.0527
38.5,-131.5,1.9589,2.5625,3.055,3.4387,3.6168,3.5333,3.0386,3.678,4.0519,3.5522,2.4377,2.0011
39.5,-131.5,1.8881,2.4626,2.8663,3.3641,3.4927,3.5496,3.0845,3.625,4.0123,3.4402,2.3066,1.9442
40.5,-131.5,1.806,2.3671,2.7804,3.323,3.3823,3.4685,3.0158,3.5546,3.8398,3.2434,2.1394,1.8475
41.5,-131.5,1.7436,2.316,2.7175,3.2426,3.3487,3.4375,2.9503,3.5006,3.6818,3.0307,2.0338,1.6601
42.5,-131.5,1.6205,2.2541,2.6472,3.1382,3.1954,3.1879,2.7977,3.4087,3.5693,2.897,1.9579,1.5569
43.5,-131.5,1.4722,2.1722,2.6167,3.1313,3.0468,3.0142,2.5841,3.2885,3.5498,2.8063,1.8859,1.4986
44.5,-131.5,1.3927,2.0858,2.628,3.1831,3.0132,3.0072,2.4528,3.269,3.4447,2.6489,1.7731,1.4683
45.5,-131.5,1.363,2.0196,2.5956,3.3526,3.21,3.1682,2.4636,3.3382,3.4538,2.683,1.7174,1.4539
46.5,-131.5,1.26,1.9584,2.5625,3.3811,3.131,3.1382,2.3981,3.2642,3.3274,2.5476,1.6282,1.3517
47.5,-131.5,1.223,1.9378,2.6179,3.3922,3.0994,3.0797,2.3546,3.2035,3.2285,2.4773,1.6006,1.2782
48.5,-131.5,1.1731,1.9634,2.6146,3.4385,3.1265,2.9746,2.285,3.0538,3.2038,2.3345,1.5473,1.2238
49.5,-131.5,1.1386,1.9697,2.6448,3.4222,3.1603,2.9743,2.3498,2.8939,3.1846,2.2466,1.5034,1.1573
50.5,-131.5,1.1179,1.9639,2.5954,3.3634,3.1865,2.9906,2.5694,2.8598,3.229,2.2356,1.4623,1.0879
51.5,-131.5,1.0589,2.0198,2.6297,3.515,3.637,3.5436,3.3324,3.3192,3.4082,2.3311,1.4023,1.0289
52.5,-131.5,1.0279,2.1062,2.6726,3.5563,4.0426,3.8681,4.039,3.7769,3.2952,2.2483,1.3255,1.0222
53.5,-131.5,0.955,2.0611,2.707,3.5851,4.0238,3.9391,3.8786,3.5983,2.965,2.0873,1.2214,0.9576
54.5,-131.5,0.9113,2.0462,2.4658,3.3521,3.8698,3.7752,3.42,3.4157,2.6887,1.865,1.1527,0.8515
55.5,-131.5,1.1244,2.3134,2.6887,3.4445,3.6955,3.2107,2.9496,3.2794,2.6448,1.9222,1.2533,0.9782
56.5,-131.5,1.1717,2.3335,2.737,3.5314,4.0387,3.5098,3.1802,3.2256,2.551,1.9027,1.2084,1.0169
57.5,-131.5,1.241,2.5003,3.2518,3.9953,4.5353,3.9533,3.7349,3.6905,2.7929,2.0621,1.277,1.0267
58.5,-131.5,1.3622,2.7434,3.8333,4.4995,4.8689,4.1887,3.9463,3.7718,2.9016,2.1881,1.4638,1.0258
59.5,-131.5,1.2365,2.5558,3.8374,4.6666,5.0273,4.1254,3.8086,3.5959,2.8663,1.9697,1.3615,0.8652
10.5,-130.5,3.5964,3.6444,4.2682,3.4687,3.6595,3.9612,3.642,2.8462,3.3134,3.2302,2.8939,2.9688
11.5,-130.5,3.7625,3.696,4.2043,3.4044,3.7433,4.0906,3.9005,3.0722,3.7001,3.5686,3.2316,3.2645
12.5,-130.5,3.7642,3.6941,4.1717,3.4058,3.7126,4.2067,4.1614,3.5714,4.2516,3.9734,3.4294,3.2947
13.5,-130.5,3.8681,3.672,4.0973,3.3278,3.6641,4.2535,4.4119,4.1386,4.6133,4.3154,3.4841,3.2532
14.5,-130.5,3.797,3.4922,3.8647,3.1046,3.5786,4.1887,4.6414,4.4105,4.9315,4.5144,3.5134,3.1795
15.5,-130.5,3.6276,3.4682,3.5914,2.939,3.4788,4.0493,4.501,4.3966,5.083,4.691,3.5897,3.1884
16.5,-130.5,3.5227,3.3132,3.4003,2.8099,3.3324,3.769,4.1114,4.2139,5.0088,4.5643,3.5909,3.143
17.5,-130.5,3.5256,3.2868,3.3031,2.7569,3.1344,3.4836,3.6502,3.929,4.6152,4.4779,3.4195,3.018
18.5,-130.5,3.2669,3.0986,3.2098,2.8111,3.1349,3.1846,3.1992,3.4572,4.3032,4.1688,3.3559,2.9986
19.5,-130.5,3.1284,2.9597,3.0833,2.8687,3.1411,2.9038,2.9021,3.108,4.0795,3.9254,3.3998,3.0149
20.5,-130.5,3.0535,3.0811,3.186,3.0794,3.2434,2.7763,2.6585,2.7696,3.8974,3.9022,3.4195,2.8474
21.5,-130.5,3.0751,3.1598,3.1798,3.3134,3.3646,2.6674,2.4355,2.5582,3.5779,3.677,3.3698,2.8651
22.5,-130.5,3.1591,3.2599,3.2522,3.419,3.4495,2.6124,2.3753,2.4854,3.3638,3.5273,3.2479,2.9014
23.5,-130.5,3.1982,3.3432,3.5203,3.5194,3.7519,2.6299,2.4122,2.4943,3.3031,3.4306,3.4171,2.9302
24.5,-130.5,3.1166,3.3442,3.6907,3.5618,3.8182,2.6066,2.43,2.6177,3.4728,3.3977,3.4258,3.0475
25.5,-130.5,3.127,3.2772,3.7942,3.6838,3.9278,2.6194,2.375,2.736,3.6161,3.3931,3.3883,3.0648
26.5,-130.5,3.1872,3.2042,3.8568,3.8249,4.0692,2.784,2.3866,2.959,3.6722,3.509,3.419,3.048
27.5,-130.5,3.2885,3.2062,3.937,3.7961,4.1225,2.8567,2.4298,3.2237,3.6926,3.575,3.3958,3.0139
28.5,-130.5,3.2467,3.1836,3.9734,3.7956,4.1438,2.9957,2.4557,3.3643,3.6958,3.5782,3.3487,3.0384
29.5,-130.5,3.2052,3.239,4.0042,3.8772,4.2665,3.2419,2.4876,3.5184,3.7342,3.7596,3.3478,3.0806
30.5,-130.5,3.2028,3.3715,3.9533,3.8129,4.2089,3.4495,2.6424,3.6113,3.8102,3.8249,3.3017,2.9436
31.5,-130.5,3.1063,3.3734,3.919,3.792,4.1467,3.6118,2.7084,3.6341,3.8942,3.8532,3.1661,2.8591
32.5,-130.5,2.9779,3.4238,3.8779,3.8297,4.0637,3.6677,2.8207,3.6139,3.9346,3.8306,3.0792,2.7343
33.5,-130.5,2.7926,3.3816,3.8534,3.9043,3.973,3.6984,2.8548,3.654,3.9235,3.865,3.0084,2.6945
34.5,-130.5,2.628,3.2846,3.7476,3.8611,3.9886,3.7061,2.9018,3.701,3.9914,3.8695,2.9136,2.4766
35.5,-130.5,2.5166,3.1231,3.6533,3.8093,3.997,3.8273,3.0113,3.8148,4.1064,3.8508,2.9059,2.2927
36.5,-130.5,2.3506,2.9426,3.4802,3.7778,3.9415,3.6991,3.0742,3.7913,4.1278,3.815,2.7912,2.1226
37.5,-130.5,2.2056,2.8308,3.3161,3.7082,3.8201,3.7085,3.1267,3.7246,4.2041,3.7598,2.645,2.1852
38.5,-130.5,2.0729,2.6503,3.1044,3.5669,3.7478,3.577,3.0624,3.7613,4.181,3.6475,2.5114,2.1206
39.5,-130.5,2.0148,2.5022,2.9777,3.5213,3.6888,3.5738,3.1178,3.7524,4.122,3.6036,2.3892,2.0146
40.5,-130.5,1.8888,2.3921,2.8243,3.4152,3.5234,3.5014,3.1116,3.6554,3.9626,3.4051,2.2298,1.8238
41.5,-130.5,1.7832,2.3525,2.8178,3.3924,3.493,3.4954,2.9347,3.5633,3.8834,3.2297,2.0995,1.7182
42.5,-130.5,1.6714,2.2747,2.761,3.2772,3.3497,3.3451,2.8142,3.463,3.78,3.0281,2.0018,1.5818
43.5,-130.5,1.5542,2.2058,2.6794,3.2419,3.2659,3.193,2.6878,3.4116,3.7147,2.9318,1.9363,1.537
44.5,-130.5,1.4292,2.1094,2.635,3.2568,3.2083,3.1068,2.5291,3.3514,3.5988,2.7578,1.7854,1.5257
45.5,-130.5,1.363,2.0196,2.5956,3.3526,3.21,3.1682,2.4636,3.3382,3.4538,2.683,1.7174,1.4539
46.5,-130.5,1.26,1.9584,2.5625,3.3811,3.131,3.1382,2.3981,3.2642,3.3274,2.5476,1.6282,1.3517
47.5,-130.5,1.223,1.9378,2.6179,3.3922,3.0994,3.0797,2.3546,3.2035,3.2285,2.4773,1.6006,1.2782
48.5,-130.5,1.1731,1.9634,2.6146,3.4385,3.1265,2.9746,2.285,3.0538,3.2038,2.3345,1.5473,1.2238
49.5,-130.5,1.1386,1.9697,2.6448,3.4222,3.1603,2.9743,2.3498,2.8939,3.1846,2.2466,1.5034,1.1573
50.5,-130.5,1.1179,1.9639,2.5954,3.3634,3.1865,2.9906,2.5694,2.8598,3.229,2.2356,1.4623,1.0879
51.5,-130.5,1.0589,2.0198,2.6297,3.515,3.637,3.5436,3.3324,3.3192,3.4082,2.3311,1.4023,1.0289
52.5,-130.5,1.0279,2.1062,2.6726,3.5563,4.0426,3.8681,4.039,3.7769,3.2952,2.2483,1.3255,1.0222
53.5,-130.5,0.955,2.0611,2.707,3.5851,4.0238,3.9391,3.8786,3.5983,2.965,2.0873,1.2214,0.9576
54.5,-130.5,0.9113,2.0462,2.4658,3.3521,3.8698,3.7752,3.42,3.4157,2.6887,1.865,1.1527,0.8515
55.5,-130.5,1.1244,2.3134,2.6887,3.4445,3.6955,3.2107,2.9496,3.2794,2.6448,1.9222,1.2533,0.9782
56.5,-130.5,1.1717,2.3335,2.737,3.5314,4.0387,3.5098,3.1802,3.2256,2.551,1.9027,1.2084,1.0169
57.5,-130.5,1.241,2.5003,3.2518,3.9953,4.5353,3.9533,3.7349,3.6905,2.7929,2.0621,1.277,1.0267
58.5,-130.5,1.3622,2.7434,3.8333,4.4995,4.8689,4.1887,3.9463,3.7718,2.9016,2.1881,1.4638,1.0258
59.5,-130.5,1.2365,2.5558,3.8374,4.6666,5.0273,4.1254,3.8086,3.5959,2.8663,1.9697,1.3615,0.8652
10.5,-129.5,3.4445,3.5928,4.3433,3.5455,3.6211,3.8503,3.4942,2.8159,3.2417,3.1102,2.9006,2.8522
11.5,-129.5,3.6806,3.703,4.2977,3.5033,3.7966,3.9564,3.7781,3.0605,3.6638,3.5266,3.2592,3.1205
12.5,-129.5,3.7678,3.7068,4.2014,3.4373,3.8198,4.1047,4.0512,3.498,4.1664,3.9161,3.4231,3.2213
13.5,-129.5,3.8009,3.6478,4.0306,3.2952,3.7466,4.259,4.327,4.0726,4.6022,4.2274,3.4822,3.2328
14.5,-129.5,3.7219,3.5347,3.8311,3.1538,3.6091,4.1618,4.4849,4.357,4.9188,4.4119,3.4978,3.1157
15.5,-129.5,3.588,3.4176,3.6115,3.0396,3.3962,3.9874,4.303,4.3109,5.0813,4.6757,3.5304,3.139
16.5,-129.5,3.4025,3.3346,3.3449,2.7893,3.288,3.6295,3.9031,4.2235,4.9759,4.5706,3.5866,3.072
17.5,-129.5,3.3737,3.2638,3.24,2.7439,3.1094,3.3794,3.5189,3.9367,4.6618,4.3848,3.4548,2.9669
